,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
max_EffectiveCoordination,-0.0950618221426707,0.10044571834391111,0.1199974393039567,0.05960674492205898,-0.4944386229290572,0.03926434098359315,-0.008517594109821919,0.0519863696848067,0.12165091686735333,0.12635299513617004,0.21131031744907805,-0.025089364721886005,0.10730245817241839,-0.32011965635286393,0.24375042903089264
var_MeanBondLength,0.6545828719147294,-0.06089400057389424,0.005892058547187031,0.040248606646481486,-0.34145214109890776,0.2960414861230055,0.031173570002332427,-0.09105989823256112,-0.0039090806961960285,-0.07458285648716376,0.15829258054240797,-0.11089648974776878,0.015895557227858532,0.18150216939818495,0.1430682718267003
min_MeanBondLength,-0.7058572593590847,-0.004633700600612745,-0.07344562050688802,0.003886586328926991,0.31151333776782253,-0.2347102099246279,-0.07373538903661324,0.14677766267628323,0.03354195597563035,0.07065769604489437,-0.07547058738549493,0.11806900343633217,0.06300042456521589,-0.16088714955888284,-0.16672524808231806
max_MeanBondLength,0.4511267681201504,-0.022004496764654338,0.011123210221304376,-0.004509765242847537,-0.2777965157268952,0.28530243657020066,0.09943635892999739,-0.12708743161583091,0.05310464518379749,-0.04679728623954644,0.23709322211688327,-0.1387194574425205,-0.07452710693659816,0.2518055697655054,0.2118899414449052
mean_BondLengthVariation,0.22098630946387288,-0.05863378751312931,-0.12104226916118675,-0.013905540675182994,-0.1383293024891072,0.3024995287472519,0.07293071489587698,-0.09565199693093114,-0.06968627769006776,-0.12108698822710727,-0.015513543144169192,0.02400348446171475,0.02922067158794068,0.6484184021702238,-0.039650536377673636
var_BondLengthVariation,0.6366590460749308,-0.06741851050447499,-0.005313969037531981,0.024108687443759987,-0.14503004833633235,0.28116118594264233,0.03436429164239946,-0.09229289666577882,0.04191654218357786,-0.0733228273991586,0.12064754122227334,-0.08838738497361626,0.014191782256804246,0.19692866414805224,0.09754196843841935
min_BondLengthVariation,-0.20449142487964608,-0.01901008198156402,-0.14939410016970223,-0.00018484939946996454,0.002462765350933051,0.10678695776547108,0.027231298109853072,0.018508357278100882,-0.10857221296781565,-0.08751999490657067,-0.10905597643883565,0.10794562485100143,0.06404436061977924,0.5709092801447083,-0.057980221894189034
max_BondLengthVariation,0.3793994570424721,-0.05915655806299867,-0.08283082473738188,-0.016571059813124726,-0.16389842589871387,0.3714934258469191,0.0931980499119969,-0.11462950375730996,-0.04772690502636527,-0.11750336383724994,0.03536789035545866,-0.02901465560026256,-0.019402928342547945,0.6089511150638198,-0.010250094878498598
var_CellVolume,0.598439248564397,-0.02762129202357205,-0.0183931105777271,0.08895970555327404,-0.32824046135015483,0.28874123796759477,0.04112364334136753,-0.04006592757048005,0.004558958603876372,-0.0726672794906553,0.1605285887381893,-0.08402541704266252,-0.010845840813974364,0.1727104160826738,0.15541974729551244
mean_WCMagnitude_Shell1,0.38821330401203863,0.05856009608918412,0.15460130922034868,0.006927498359459175,0.44101839085813205,0.0033235712488858195,0.1630992168347562,-0.21073247105437234,0.08686006018483265,-0.026354138853905997,0.16733692521151639,-0.05847430240973421,-0.2710118787404735,0.27456480126599747,-0.00021861702972167816
mean_WCMagnitude_Shell2,0.3093171835374349,0.027711107498971207,0.05903890374106923,-0.013022375947244567,0.581793455291611,-0.04976458107057665,0.12606086348117904,-0.1897703048881796,0.07212598614646233,-0.06116641790602903,0.06398921073078509,-0.08344473294415752,-0.2801165858960315,0.26757832701548323,-0.005446027482187351
mean_WCMagnitude_Shell3,0.23481797051444098,0.018643165439589476,-0.012005354044107243,-0.006080567552805313,0.5069581780234061,-0.02824763640428421,0.0878248113896145,-0.1514236623778325,0.05778162333868774,-0.05457690380940116,0.054020839637656325,-0.10560988182282467,-0.27534392850678835,0.21146225021348283,-0.0099045418339538
MaxPackingEfficiency,-0.6676909185953658,0.07745615255093298,0.09110850385169575,0.01818041543707314,0.14931374928146762,-0.3082412311932756,-0.039529139211148506,0.17488449603111333,0.0700123339803901,0.13300298758393725,-0.03782686178632669,0.040818688212318356,0.025649000646075136,-0.44936141542805874,0.004871973608308497
