0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,-0.6577170240792568,-0.4772216041663265,-0.27093383190829184,-0.09754171647886092,-0.028058213344601648,-0.8477860437712916,-0.43813545708295937,-0.04792566127239541,-0.07239476098947502,0.0,0.24275614427916953,-0.11609676179815498
-0.014894852593836803,0.016009843995515572,0.0,-0.3317264231530259,-0.6009732020269383,-0.1681332298313916,-0.04678052779227528,-0.0965341111795063,-0.8442630944666354,-0.015396527406393168,-0.07017097693506394,0.012926858653850005,-0.01832407073160493,0.1808972515714217,-0.18775941365369464
0.013325434482679938,-0.044807819771172465,0.0,-0.3991485631392185,-0.5973351088080878,-0.104178663765959,-0.049447354337870765,-0.08784078967832895,-0.6668728064223816,-0.1836322603487798,-0.05600724437610953,-0.06039241895485537,0.02030263890475526,0.1173897112856624,-0.18112082345438507
0.07939164009005811,0.07882912012173852,0.02159324380431064,-0.2630030422303979,-0.18344385606282748,-0.15267797157165613,-0.06739278605131564,-0.11460409022052909,-0.8505057343747099,-0.18627597133403978,-0.06966026323799251,-0.18787017954372096,0.0,0.20123004034882,-0.16249664143874454
0.00832608456602077,-0.07777397592314951,-0.10846234628227588,-0.4701842774478276,-0.5967362985078583,-0.3137729173430552,0.0063782053480408215,0.07160615135989036,-0.004715529052554109,-0.10982627607328822,-0.028538427994764085,-0.014324968449309633,0.02386962990670587,0.11920232926066446,-0.21277027128559323
-0.033381243121849084,-0.08932456676436412,-0.04302054330592553,-0.30811495652476206,-0.5860530669296596,-0.002532506237707589,-0.007511692899166786,-0.08750323319486622,-0.25086073174535,0.13643462145735952,-0.0407311969261695,-0.037774638637002644,-0.009313387350392941,-0.19956946444847706,-0.2157347720813403
-0.036086366817032825,-0.1290416814157474,-0.10477879033775021,-0.37745456699518487,-0.5133938010286753,0.02446797709488559,0.008461230541356387,-0.033816007443640994,-0.21241980380720815,-0.029340333605976977,-0.03538880624369648,0.023109948838690407,0.0,-0.4326035928905065,-0.10793184601581274
-0.02791662398273011,-0.06521360156713553,-0.14045547484455337,-0.38377221438012044,-0.7494130687020987,-0.19610285467830407,-0.018860055664546863,0.08309129806856497,0.012914579509628666,0.0,0.035338065108062366,0.078269614873539,0.0,-0.356217399105118,-0.11989857265852133
0.04185792181201238,-0.14948286085587173,0.04029573814738501,-0.4138255301881076,-0.4264403514436155,-0.14236983981356943,-0.014831365900235845,-0.12490653846167389,-0.5488278427363588,-0.2013116163933234,-0.006140847695985079,-0.018555648508710665,0.0,0.1759656941256425,-0.036894841853170046
0.024493530798304818,-0.04505542310926237,-0.03766244284873161,-0.36349880519827926,-0.8246892050198125,0.00738136858551501,-0.0330183576597104,-0.032073735841303075,-0.042241729861478484,-0.24691890249239928,-0.013673035102254066,-0.037787191516327166,-0.017938350979292927,0.04114077638878913,-0.06670270535880274
