Feature,trans_Pearson,trans_Spearman,trans_Kendall,trans_DistanceCorr,origin_Pearson,origin_Spearman,origin_Kendall,origin_DistanceCorr
max_Number,0.43857352976836306,0.4473873052652561,0.31093342225186177,0.44318191205986607,0.30535686713667753,0.4429469865471759,0.3122386741688414,0.358898443776289
min_Number,0.5271773016646152,0.5475186826131869,0.38901456040902527,0.5303526660313499,0.0695857555524806,0.18181250450512562,0.12901180917932248,0.14321741925434356
most_Number,0.575029563181543,0.5945643682849298,0.4243143269978882,0.5706273666194677,0.09349616276911846,0.08568843583737112,0.06260341270476819,0.10849496086266959
mean_MendeleevNumber,-0.429134509062183,-0.42999963177773687,-0.2964494831610537,0.4211546507885335,-0.12070864364298703,-0.05217767507093069,-0.03385063070459295,0.14642704259001948
maxdiff_MendeleevNumber,-0.3880368619700596,-0.35663512984834767,-0.2468271646104257,0.3631933307717326,0.008972746873142307,-0.14911778888435176,-0.09560166812257803,0.13022837302263873
dev_MendeleevNumber,-0.44513214723800015,-0.3432700670300074,-0.23652284094698234,0.39279756382962305,0.035781339468100186,-0.017569443371857243,-0.007531317032734444,0.10732497883751595
max_MendeleevNumber,-0.7055139812333662,-0.6598573124285901,-0.4800924752695343,0.6647764956408446,-0.20407323796497473,-0.2397199376929598,-0.1750501226373887,0.2310451862460294
min_MendeleevNumber,0.16627180676351588,0.16998900466544495,0.11709947760364565,0.20165302545844283,-0.03292850575226313,0.16500087514750295,0.11263175499507981,0.11583276805184015
most_MendeleevNumber,-0.5988150538585311,-0.5782208135800903,-0.41069778815160607,0.5698422197222142,-0.14882472564436017,-0.17994841678660278,-0.13065093607683792,0.16935449655534077
mean_AtomicWeight,0.5337830186739817,0.5625429482825497,0.3984537067911526,0.5408445878090651,0.2637202806895811,0.4295853718467258,0.29347937044511485,0.3302830413951197
maxdiff_AtomicWeight,0.29801039505973825,0.3037179399686599,0.20761320440146713,0.32106773965422786,0.28992811358760784,0.3848051732534251,0.2657931363480099,0.3374945261907739
dev_AtomicWeight,0.33775980093504,0.3773049605894401,0.2606984550405691,0.37847127640137945,0.3127499876503652,0.4269285861818747,0.29586098257930893,0.37460940290471195
max_AtomicWeight,0.4365942676170221,0.4456059450673272,0.3096267644770479,0.4415747448633798,0.306917630828075,0.444830676108132,0.31367703534117947,0.3595206699261172
min_AtomicWeight,0.5310097223908983,0.5530965014551668,0.3932675336223186,0.5350388196805487,0.06413280571449578,0.1818232695616183,0.1290311708735677,0.1365841898032277
most_AtomicWeight,0.5782544622064865,0.599276577252953,0.4279310881404913,0.5745906337347487,0.09006825875404827,0.0866466725124441,0.06302175315929069,0.10620274101399628
mean_MeltingT,0.6295538217534735,0.5370956947884105,0.38141247082360785,0.5776986327462019,0.22184457260266865,0.2866293106156903,0.19921251031359705,0.24114035866421607
maxdiff_MeltingT,0.14369759387664963,-0.03719315213257245,-0.03465288429476492,0.27552179173495484,0.05109241594080961,0.06519594729164073,0.04536255292651684,0.09430325620488035
dev_MeltingT,0.2582555354034747,0.0650117156679684,0.03877737023452262,0.29307395689602805,0.07834822328998647,0.1283119899918343,0.08589250679546587,0.11573114400136536
max_MeltingT,0.4845195586804731,0.27481966964662996,0.18725797488051574,0.4477859970361122,0.06590979410037949,0.09527624876232098,0.06749223770613848,0.1060368290248894
min_MeltingT,0.6459488958362433,0.5920708648967627,0.4239897743692342,0.6040469451464935,0.07930652806685433,0.24291341385782142,0.17714705720391513,0.1132359497610522
most_MeltingT,0.5925801187078171,0.5241736120192901,0.37028209403134377,0.546191426200345,0.20130778003201616,0.24549534112871682,0.17921271026423097,0.18268403202178166
mean_Column,-0.17254524045326716,-0.17154485906053987,-0.11628365010559075,0.2045225463952574,-0.00850167779705402,0.044972755761418966,0.029332623004116615,0.1263134301226657
maxdiff_Column,-0.4788078030070038,-0.4668783572087063,-0.3272490830276759,0.45750791420105724,-0.03419972451113128,-0.22679109150062332,-0.15355362227743374,0.15359032968756586
dev_Column,-0.6372893609858091,-0.5786152811794756,-0.41266644437034566,0.5818680653244084,0.004112722161347346,-0.08482767749934186,-0.051101063627313745,0.13140904655102728
max_Column,-0.6513876251692423,-0.6252248494694277,-0.44950716905635213,0.6224100704806055,-0.003740344167564788,-0.22865300785425718,-0.18254959882258584,0.18392535990001702
min_Column,0.19267802768193082,0.22152669350296592,0.15604445926419916,0.25089542838036877,0.034572498826752875,0.2717688341310223,0.19040451100601063,0.15074789971540983
most_Column,-0.3169974571399234,-0.2837749288638809,-0.19292297432477493,0.303228792621462,-0.04568295842484908,-0.12243168362615442,-0.09728266134321237,0.11085257737162944
mean_Row,0.5354039030420066,0.5566922334102481,0.39407180171168166,0.5369557449625546,0.2486963743051902,0.39429209175989627,0.2741082552257037,0.29878885898159024
maxdiff_Row,-0.18935087160815386,-0.15009125801013976,-0.1039733244414805,0.18756574822744576,0.22006196038008524,0.2704616053054191,0.20470377934754994,0.26435962816451747
dev_Row,-0.06353107946473673,0.03690384054487117,0.02525241747249083,0.1674949710565226,0.25411382437981633,0.33106582891004344,0.23083738399009732,0.3080622956632344
max_Row,0.396003941001832,0.4107039745226638,0.2833166611092586,0.4108715308089427,0.29427565821051904,0.4076457557069437,0.31894850338114,0.34018374501666016
min_Row,0.5796997255597415,0.5847677618630845,0.4179855507391353,0.5680200117666411,0.05241200777351629,0.1532887184455067,0.11819671545519836,0.11416019812100812
most_Row,0.5679221750190262,0.5772958059217561,0.41083338890741355,0.557138352720093,0.12854304869451055,0.16233910362784787,0.12353914793979572,0.11782252317525431
mean_CovalentRadius,0.47455723551516205,0.5062983460331495,0.3539184172501945,0.48630539917411314,0.1914180706353882,0.26664183236566474,0.18051384120671307,0.2065696371076165
maxdiff_CovalentRadius,-0.5398123185879222,-0.5013748299305366,-0.3515589640991441,0.4885073418474617,0.0642879144276022,0.032401109758620754,0.02527247790792718,0.1313236334454249
dev_CovalentRadius,-0.5177301182660966,-0.43156582839620317,-0.3007842614204735,0.4534079489379866,0.09513279968502837,0.09509156725350883,0.06728592071937999,0.15767411978926024
max_CovalentRadius,-0.029795957362409232,0.028414845823871753,0.019414471490496833,0.1264805133130431,0.11296327951791385,0.12035830457193343,0.08841808055025593,0.14998230134758755
min_CovalentRadius,0.5890369857048854,0.5890966561218506,0.4201187062354118,0.5729212095356422,0.06167593449632336,0.22152324427380796,0.16103289656254133,0.13402759366116798
most_CovalentRadius,0.5446211733433636,0.5526124289569364,0.39016827831499384,0.5340040845826569,0.14689161679256704,0.21610119844980843,0.15679179429337417,0.14145776811135602
mean_Electronegativity,-0.3016696697413189,-0.32113416234824027,-0.21770456818939646,0.3114852201227789,-0.12970684672333488,-0.174728341183118,-0.11881850044989466,0.14229969208739643
maxdiff_Electronegativity,-0.44554539556456685,-0.41144928438325373,-0.2850372346337668,0.41684152108221023,-0.02921120233845841,-0.1018526783097417,-0.06616301472884746,0.12339229652987656
dev_Electronegativity,-0.4930098515844622,-0.4250603130067014,-0.2952561965099477,0.45020836885587684,-0.026655620964778012,-0.05740875230464075,-0.03905124128816222,0.10606425586916568
max_Electronegativity,-0.4671201837802881,-0.447201405689045,-0.3103821273757919,0.44992756288486047,-0.053130652813948166,-0.14929443677417542,-0.10745278450969815,0.12690382027012873
min_Electronegativity,0.24977781379617198,0.22433373292597034,0.15426253195509612,0.24706502725344534,-0.015252305085114128,0.07976959559600694,0.048087121877461614,0.1074303127943472
most_Electronegativity,-0.36894015857983137,-0.3677424626380514,-0.25099033011003663,0.36246822842766385,-0.1281868612150441,-0.11691296537787423,-0.0840891606077619,0.13193333927076467
mean_NsValence,0.18086774212093357,0.04911348190149799,0.02991797265755252,0.24504731428535884,0.24496009831266471,0.3741521176711089,0.28139456307472505,0.30473472762510734
maxdiff_NsValence,-0.17066643480581295,-0.10583527664836406,-0.06991574969434257,0.24503014445002122,-0.2544657354203771,-0.3596222959006831,-0.29276568560393784,0.3021544143608973
dev_NsValence,-0.25666674477890616,-0.13079973053330338,-0.08602156274313659,0.29168288891938354,-0.26060793109834524,-0.3268432890656042,-0.24257980451921327,0.30485036432026186
max_NsValence,-0.21607471986806395,-0.3057497908610879,-0.20673291097032342,0.31156209316194683,0.0644318001528015,0.11855660516168358,0.09685146685845045,0.09244538791796933
min_NsValence,0.16170906852193762,0.09463071851452427,0.06195798599533177,0.2408925505999645,0.2618295944052453,0.3732063671676509,0.3037235438828664,0.3104200825967081
most_NsValence,0.1111069909585505,0.01905828433980937,0.009724574858286096,0.1908133739825888,0.13348506211680766,0.1814374210526616,0.14778121798686913,0.1495421648261805
mean_NpValence,-0.4654583681204456,-0.4288082347564705,-0.29611514949427586,0.4415031797775493,-0.06345804455684809,-0.12378675216285731,-0.09260490221322454,0.1550784660655382
maxdiff_NpValence,-0.6075204083150181,-0.573293256143695,-0.4081516060909192,0.573650204839527,-0.1005382987983555,-0.21698331814599883,-0.1711199391203803,0.19395511608936494
dev_NpValence,-0.652092640905845,-0.5848072814230312,-0.4196701122596421,0.6001173618163697,-0.06818152632370376,-0.06092352183079347,-0.04288953972847779,0.15068193514168202
max_NpValence,-0.6426877506112568,-0.5936174797352755,-0.42624608202734243,0.6055972380359321,-0.07780318608477108,-0.2284927086341129,-0.18243089531024112,0.1994304975396641
min_NpValence,-0.18715141987648098,-0.043509372834374754,-0.021937979326442147,0.24197011019826004,0.06419280518042729,0.08202533316855538,0.06678461299475626,0.10559861323303739
most_NpValence,-0.45585558787391933,-0.4113366168151796,-0.28425652995442924,0.42830839552161526,-0.08550202171461624,-0.1323725524764527,-0.10411379967731338,0.12871048479401773
mean_NdValence,0.46549426853342346,0.4775525930613992,0.33648549516505505,0.461988021686342,0.046292592061765336,0.2192859506747685,0.14743789909857888,0.15429572565855912
maxdiff_NdValence,0.4709425492910697,0.46650008694445405,0.32208869623207736,0.4474000637178308,0.06023426762379394,0.17690944483144047,0.1302975272382026,0.12919130333094725
dev_NdValence,0.4582901813354168,0.48303335722592855,0.3360675780815828,0.4614574611484943,0.047777735348091016,0.1750345739812288,0.11792932836182611,0.14573552474269683
max_NdValence,0.49701286807330985,0.49711492679054736,0.34786084250305654,0.4783237225325056,0.06492044369848185,0.19810624056725834,0.14640577575838049,0.14609102787499606
min_NdValence,0.2983181961106369,0.3320630208958911,0.23138290541291542,0.33614003879704285,0.007629755603948503,0.04514373506868256,0.03637224495549896,0.05801317074101051
most_NdValence,0.4130263175750306,0.42860369828929973,0.2992330776925642,0.41779095955530704,-0.0031853408344484327,0.05023609439753432,0.041379530997117324,0.08960516867136811
mean_NfValence,0.5967622611385005,0.6072194870243874,0.43270645770812494,0.5885704408326762,0.25193147702843455,0.3579838545178839,0.27989678600455753,0.3335067664072823
maxdiff_NfValence,0.48724536890756087,0.4742190006909999,0.33029898855173945,0.4744603997583871,0.25515624586543517,0.3418812918980217,0.27572524252906294,0.30921223729320296
dev_NfValence,0.5239235794785403,0.5264542891615877,0.36996376569967765,0.5159082037913439,0.2659092134034431,0.35662124307801857,0.27832068064985693,0.3290475638080995
max_NfValence,0.501197677789028,0.4903094193677132,0.3423301100366789,0.488411850111693,0.25515624586543517,0.3418812918980217,0.27572524252906294,0.30921223729320296
min_NfValence,0.5150291723604055,0.5523994835999425,0.3891675002778704,0.5255007549322319,,,,0.0
most_NfValence,0.6623047351832814,0.6754067652674183,0.48894609314215853,0.6491478573587933,0.019218654264525806,0.02307982242531186,0.018862215416940765,0.05106180539424558
mean_NValance,0.546311591941713,0.562613552734839,0.4023083249972213,0.5439350760506413,0.1413982712908344,0.28083983152132797,0.19206715773332594,0.2034030835231745
maxdiff_NValance,0.44657068430489666,0.4497577255286361,0.3097565855285095,0.4393169169541463,0.19930130606704838,0.19548133899542336,0.13863683292106488,0.23576008186968173
dev_NValance,0.4261106873398284,0.4654521686057965,0.3227911526064244,0.4478385469211266,0.17482632205754678,0.16665626330315694,0.11336709032407993,0.21585863773527292
max_NValance,0.5158772782870347,0.5212442099160233,0.36533333333333334,0.504361851394921,0.2244910647453194,0.27022474128338597,0.19680164008750647,0.26831368932083416
min_NValance,0.4309931256839872,0.4305197678355297,0.30417383572301876,0.4329626527584318,0.09390927066296087,0.3077666199743304,0.2232099516764256,0.20079581556210171
most_NValance,0.5066571574230115,0.5335542095060232,0.38227231299322,0.5182227049683349,-0.01693548648057522,-0.04940656181101862,-0.03763907358707929,0.11425563850951719
mean_NsUnfilled,-0.25966720326350995,-0.128427068047452,-0.0849567633655663,0.28061730685164615,-0.242799752797764,-0.37149478400786323,-0.27940262586090664,0.3030469417675975
maxdiff_NsUnfilled,-0.21899238940736382,-0.1622739406971045,-0.109892186284317,0.26741522718138766,-0.254032617727142,-0.35770985314899006,-0.29222095167075046,0.29947129126429767
dev_NsUnfilled,-0.31878907423650227,-0.20005807200645243,-0.13505168389463154,0.32751670661313476,-0.25833980532225864,-0.3567203907332727,-0.2701984510138107,0.3022077003907575
max_NsUnfilled,-0.21153636012541668,-0.15287964809773866,-0.10318995220629099,0.26274552550600205,-0.2601648814278819,-0.3690808642212222,-0.3015101776949559,0.3076061934619475
min_NsUnfilled,0.209391497386174,0.2954453706050411,0.1996861175947538,0.30063763393042126,-0.04868833073703859,-0.08974639639093154,-0.07331578130014521,0.06995883783635365
most_NsUnfilled,-0.19674575373914505,-0.1015625872847319,-0.06697432477492499,0.22505780673114872,-0.1334850621168077,-0.1814374210526616,-0.14778121798686913,0.14954216482616248
mean_NpUnfilled,-0.4075174343040783,-0.46623570647063395,-0.32146626653328886,0.44855375807800835,0.11525203717117799,0.20774788622969972,0.13753981781238286,0.18988093995262803
maxdiff_NpUnfilled,-0.4197561537431945,-0.5256855379650597,-0.37437634767144606,0.5242293304479686,0.0796426005533849,0.190298226091268,0.13483711793280478,0.16382733265873434
dev_NpUnfilled,-0.46031902551829307,-0.523904912433879,-0.3687709236412137,0.5076813878868048,0.17621217900875202,0.2784665447408302,0.18491053147043726,0.2386161416708087
max_NpUnfilled,-0.4540920629668139,-0.5389475189941687,-0.37906324330332336,0.5264166602756157,0.11451009547478305,0.21033198948323584,0.149577029172883,0.17432888592444706
min_NpUnfilled,-0.19463379337614262,-0.06543179082575452,-0.03765166166499944,0.23688839892844168,0.10422659750640167,0.08629101667289747,0.06952684696263092,0.1084834412056957
most_NpUnfilled,-0.48008530758849777,-0.5149730443303382,-0.3568914082471935,0.49141075205154466,0.0842777591733454,0.2013897787966714,0.1603164932421054,0.16143255876876492
mean_NdUnfilled,0.7267034193532621,0.6620674562297173,0.4821789485384017,0.6795527647504986,0.16561849370860166,0.20160100007071324,0.15114829203986202,0.21550272827012165
maxdiff_NdUnfilled,0.6379524096937077,0.5059115579901731,0.35848705123930197,0.5845951065644927,0.17223638670911487,0.19577074755559798,0.14887185632485456,0.20952179139518273
dev_NdUnfilled,0.6816193097612946,0.5952181003575665,0.4268725130599088,0.6306522610922044,0.17141781812554477,0.20308471309639284,0.15301025443029645,0.2146395501344357
max_NdUnfilled,0.6588059351898193,0.5426986256331805,0.3870761364899411,0.6057836813531793,0.17223638670911487,0.19577074755559798,0.14887185632485456,0.20952179139518273
min_NdUnfilled,0.6892222376220472,0.6555815097312788,0.47466888962987663,0.6423824546841586,,,,0.0
most_NdUnfilled,0.7059059660852292,0.6385350896150098,0.46271512726464376,0.6526877111857141,-0.014872993067506442,0.004153883007336903,0.003452148797474108,0.03586250109953099
mean_NfUnfilled,-0.05078338323325993,0.033799441088826786,0.026042903189952206,0.1435768612515232,0.10193334712202226,0.19462555736671242,0.1580762943839834,0.19071376017349448
maxdiff_NfUnfilled,-0.23988959194537657,-0.1577697459744162,-0.10710948093809047,0.22028293101629862,0.09915125114215852,0.19450591420643817,0.15794945754908488,0.18799601060888285
dev_NfUnfilled,-0.19033144985376682,-0.09610677067853006,-0.06311081471601646,0.19208146223526937,0.1014532990811157,0.19461018775995345,0.15808773755078986,0.19006456431505103
max_NfUnfilled,-0.22761321597045214,-0.14545105793900642,-0.09854707124597088,0.21153433780918357,0.09915125114215852,0.19450591420643817,0.15794945754908488,0.18799601060888285
most_NfUnfilled,0.21417540234289129,0.25317802057533556,0.17375480715794153,0.2432894676139824,,,,0.0
mean_NUnfilled,0.5251891028414138,0.42362390573598946,0.2934347004557074,0.46799557468772646,0.21254808524022564,0.3336480262649316,0.23084850285374375,0.28488039168964274
maxdiff_NUnfilled,0.17997665497176335,0.12007511245279025,0.08019739913304434,0.19228882969998695,0.21016608270458118,0.3258174983963322,0.23639443003909952,0.27996815706862493
dev_NUnfilled,0.3062660427138929,0.28040444804493864,0.19020073357785927,0.2896536822932575,0.23818902791027222,0.3789979106490317,0.25967935083597027,0.32979423302952987
max_NUnfilled,0.32931114597761796,0.24205717845079758,0.1635998666222074,0.3050251031846675,0.23351539898042856,0.3360573746335911,0.23916169363500464,0.3030570985213594
min_NUnfilled,0.5581025212540078,0.4499339393259931,0.3131768367233522,0.5091722092937282,0.10131094513313746,0.07628372374564357,0.053294652262897375,0.1692001710548437
most_NUnfilled,0.5422707276469079,0.4467097131899681,0.31253351117039013,0.4835842488307919,0.03956177905754215,0.18529784907397195,0.15169604382478236,0.19292678572906083
mean_GSvolume_pa,-0.13419692680926157,0.011542320393591154,0.011976881182616429,0.19682715640162668,0.06340789475273845,0.0991249445592715,0.06677423291208848,0.10464579657238868
maxdiff_GSvolume_pa,-0.3961862569818344,-0.3037582373064707,-0.20669378681782816,0.3297978584182313,-0.026131086067107654,-0.007435071357949287,-0.004168551433099632,0.12098052639606278
dev_GSvolume_pa,-0.3899878313054311,-0.258885222987247,-0.17557719239746583,0.3239620599554835,-0.02225311375110478,-0.018203171046180557,-0.009359147589446998,0.11481085876197049
max_GSvolume_pa,-0.34291174868625185,-0.2310751483416831,-0.15591197065688564,0.28282007010004806,-0.003236663989838899,0.05310376949445771,0.037295383907598255,0.13720493795727864
min_GSvolume_pa,0.1994161218186069,0.30283061675895734,0.2153669000778037,0.31937894750427676,0.10671528645502427,0.1899707272475454,0.1387423144337485,0.14881261322323955
most_GSvolume_pa,0.09091672758974595,0.1871480003497778,0.1309934422585306,0.21727403965615774,0.08640689315844009,0.11189253773975714,0.08133464354551488,0.11421703943395936
mean_GSbandgap,-0.6949610479103743,-0.6867521385280153,-0.4993695676336557,0.6621192680725224,-0.11863889223621324,-0.20531236272087905,-0.1488565337104917,0.16285828195225538
maxdiff_GSbandgap,-0.7173739450084007,-0.7254137503793054,-0.5323001000333445,0.6986101655356898,-0.09359310325206188,-0.22375676303250103,-0.1652671059419828,0.17011055948953924
dev_GSbandgap,-0.718975608283251,-0.7188065758673972,-0.5262403023229966,0.6915798008001018,-0.09514281067812441,-0.20943107986475593,-0.15299314062862832,0.16127982081019238
max_GSbandgap,-0.7193006789298477,-0.7269211181023464,-0.5333008780704679,0.7000803036465432,-0.09655297062240767,-0.22431115480035627,-0.16581639069163537,0.17202447659007852
min_GSbandgap,-0.6044686683040585,-0.5229434327714925,-0.3649932199622096,0.557365807386254,-0.07072435125836582,-0.13434392586768865,-0.10976537007926139,0.10205026497754421
most_GSbandgap,-0.6553017556923386,-0.6280002928889213,-0.45156296543292207,0.6114182018483294,-0.10330111722050994,-0.13190927205056965,-0.09985721764231442,0.13182489027683314
mean_GSmagmom,0.27738990850709533,0.12685238387248707,0.08382305212848727,0.27707463919306713,-0.02340657921572916,0.06892672121431072,0.05414244869874864,0.059081501457773064
maxdiff_GSmagmom,0.15044716811277842,0.008479347164371907,0.0047767033455596315,0.20449644963029265,-0.02748015769505256,0.06727824900457675,0.052946099197555926,0.05234134060303497
dev_GSmagmom,0.1989828028801895,0.054194558910506535,0.035415805268422806,0.22322584410725327,-0.023065153113370748,0.06817134437613992,0.05351544184812393,0.05673913827974673
max_GSmagmom,0.15151994260307422,0.009557042839671424,0.005491608313882405,0.2046840864886474,-0.02748015769505256,0.06727824900457675,0.052946099197555926,0.05234134060303497
most_GSmagmom,0.3882086513887185,0.23688116587568508,0.15823052128487272,0.38170548711231866,-0.020924841307829803,0.004050097126658598,0.0032816723136482265,0.035201888602206556
mean_SpaceGroupNumber,0.22467809290043517,0.22342953949217104,0.14960231188173836,0.231810114876206,0.05777890114195041,0.014160011191343568,0.007372728722650691,0.08749330296318479
maxdiff_SpaceGroupNumber,-0.3733079088267116,-0.3749528287725365,-0.25573457819273093,0.3695762658670463,-0.06598502654519793,-0.15648857451149314,-0.11057315519495037,0.10978860295121293
dev_SpaceGroupNumber,-0.4552753713446662,-0.4231600025733336,-0.2928682894298099,0.4337461605270587,-0.0938802467715367,-0.10490881031173899,-0.06984724924547117,0.10570986998585477
max_SpaceGroupNumber,0.09287730254013464,-0.010363512262612474,-0.012204068022674224,0.17200148834987525,-0.024421451430543695,-0.2008379340138482,-0.15339329126534249,0.11603330191378995
min_SpaceGroupNumber,0.40742520328440857,0.3966111885123542,0.27143625652995446,0.3966950095506026,0.0578665190875092,0.05166410539618035,0.03941017591825138,0.08465220268112979
most_SpaceGroupNumber,0.26753430858536087,0.2636619021846558,0.17752361898410582,0.27047868988030344,0.08669421327561797,-0.01227008408922117,-0.009393349525613598,0.0864899851032876
frac_sValence,-0.5834039412971734,-0.6006261542917949,-0.4312641991775036,0.5786412221097966,-0.06738580888241248,-0.19267848773180646,-0.13133333823320653,0.15559679253519762
frac_pValence,-0.5714619986295537,-0.5600318315590923,-0.39566833388907413,0.548133239372544,-0.20067519355898622,-0.34788797977749575,-0.23681587679880248,0.2923560793398073
frac_dValence,0.4922118028935596,0.4793339705926633,0.33473113259975545,0.46417149272754527,0.01634716866509877,0.15026792719271218,0.09599246814724277,0.16341306450512572
frac_fValence,0.5405482197406288,0.5469673607741511,0.3860286762254085,0.5373903216677547,0.26375991685627986,0.34278582473507085,0.26779132445143355,0.3286544762072097
CanFormIonic,-0.7303964377279062,-0.667385475487275,-0.48906213182171837,0.6876690502814247,-0.02036784859648451,-0.04988422605293883,-0.04075150819084947,0.05118681069332198
MaxIonicChar,-0.4413120887587574,-0.40969344818816084,-0.28364654884961654,0.4140206573185093,-0.015491325411223613,-0.1018526783097417,-0.06616301472884746,0.11236511825699397
MeanIonicChar,-0.48341173932110343,-0.422190638021182,-0.2929976658886295,0.4422633986327465,-0.023507198255329202,-0.0725513365772274,-0.04851843712508392,0.1044624924742816
