Feature,trans_Pearson,trans_Spearman,trans_Kendall,trans_DistanceCorr,origin_Pearson,origin_Spearman,origin_Kendall,origin_DistanceCorr
max_NeighDiff_shell1_GSvolume_pa,-0.3888611002006446,-0.2999513302168144,-0.20418761809492053,0.3247667134643856,-0.009346437130623851,0.0003538085271013338,0.001319084970869077,0.11319203025199794
range_NeighDiff_shell1_GSvolume_pa,-0.3782401125892566,-0.3113211932579103,-0.21200088918528398,0.32089530180029746,-0.037580326052930255,-0.023096868136165197,-0.014392271404982233,0.12235725381406021
mean_NeighDiff_shell1_GSbandgap,-0.7137486531282209,-0.706687496743055,-0.5154389240858064,0.6805523625238213,-0.08062421382530506,-0.17983709457019015,-0.1292945886249683,0.14434635285605027
var_NeighDiff_shell1_GSbandgap,-0.6877161272680388,-0.6936092517343612,-0.5060718017116816,0.6708579351193165,-0.0713667250500727,-0.23593104587873823,-0.1698315746219149,0.16887233006330649
min_NeighDiff_shell1_GSbandgap,-0.6336063075439444,-0.5747379283042142,-0.40761275980882516,0.5746080217694565,-0.06885647994127272,-0.14180507936408682,-0.10129926858287591,0.11124244490984797
max_NeighDiff_shell1_GSbandgap,-0.7186068362695253,-0.7265341998371332,-0.5336107591419362,0.699781308839466,-0.07974440616044198,-0.20659119153085795,-0.14919611701588378,0.16075646277644662
range_NeighDiff_shell1_GSbandgap,-0.6474609291777835,-0.6633788043754226,-0.4803996887851506,0.6426105510083886,-0.061998099431384714,-0.247143301901201,-0.17717491820355452,0.17339278231509034
mean_NeighDiff_shell1_GSmagmom,0.19741485231476874,0.053772479308053255,0.035137045681893964,0.2216959016651431,-0.023394857242260862,0.06827325137358448,0.05335203305496467,0.05877045822226689
var_NeighDiff_shell1_GSmagmom,0.1330043476321946,0.0002944520327168925,-0.000444592641991775,0.19089352206108784,-0.017321879808905833,0.06826219450782244,0.0535322548631768,0.0498219544284068
min_NeighDiff_shell1_GSmagmom,0.3188255177565731,0.17594985199442797,0.1163129932199622,0.30969547404906683,-0.01880255766306848,0.1012308579673472,0.080234260671832,0.050011265546955126
max_NeighDiff_shell1_GSmagmom,0.13666246233293544,-0.002536638504070945,-0.0024421473824608204,0.19866590798325692,-0.026814346646551482,0.06644227729320933,0.05208449173459966,0.05253844294816101
range_NeighDiff_shell1_GSmagmom,0.10306166963051523,-0.028370926263436246,-0.019670556852284096,0.188178582053466,-0.022690592855185272,0.06676196047964798,0.05176743350142428,0.044311654027999574
mean_NeighDiff_shell1_SpaceGroupNumber,-0.5094913775774171,-0.4536994850777205,-0.31659664332555293,0.47355956235652763,-0.07822058412807184,-0.08593250300394237,-0.05906947504373545,0.10163950176213274
var_NeighDiff_shell1_SpaceGroupNumber,0.03366544633690017,-0.012705758745084304,-0.00935245081693898,0.08919034619401972,0.0036926147949532064,-0.07243167560615288,-0.05070647774594206,0.10133424826033406
min_NeighDiff_shell1_SpaceGroupNumber,-0.56561078012618,-0.4640048084449786,-0.3255631877292431,0.5074839165710076,-0.08271461106771197,-0.07088266967979391,-0.04847831768736067,0.10910913956833761
max_NeighDiff_shell1_SpaceGroupNumber,-0.3316288609455568,-0.3370454676717186,-0.2286539957763699,0.33126271042372524,-0.030353088730385565,-0.06274348113060904,-0.04146029086886534,0.08481119470089407
range_NeighDiff_shell1_SpaceGroupNumber,0.007613432345181492,-0.05829595358843928,-0.04064065799711015,0.11782955053355029,0.04621137738340615,-0.052792052259084725,-0.03820964154924731,0.11043005349866283
NComp,-0.29850788270395323,-0.3559450435494492,-0.24719217516950096,0.35390897624860074,0.0032081766663438274,-0.001887757242409719,-0.0015421499101691077,0.02186049645649172
Comp_L2Norm,0.5486618919309434,0.5168824632091624,0.3605833055462932,0.5394232860732426,0.02623000861006494,0.06142887545812463,0.04768385258596063,0.06536937253763725
Comp_L3Norm,0.53792404476056,0.48796600799622303,0.3390939201956208,0.5212072448907439,0.046729782423479096,0.06142887545812463,0.04768385258596063,0.08749689873376323
Comp_L5Norm,0.5235934432048412,0.4642164480240497,0.32111548293875736,0.5026431044646772,0.06781409838333825,0.10284284769279525,0.07965690484265288,0.11789634972817038
Comp_L7Norm,0.5201330876076949,0.45874704741633854,0.31702478603979106,0.4980105995631848,0.07441906976439955,0.10306237217957986,0.0798630029146908,0.12073112192988211
Comp_L10Norm,0.5184382310123854,0.4562159698017743,0.31513615649661,0.4956499288134076,0.07769581638661613,0.10306237217957986,0.0798630029146908,0.12158142501526284
mean_Number,0.5338280786974599,0.5616534135170459,0.39787795931977327,0.5400465976824503,0.2600336084699759,0.4257906218108199,0.29179557987304316,0.32665092733698337
maxdiff_Number,0.2718788739579857,0.27807153178572575,0.18962009558741802,0.3001815709932129,0.28126406347152527,0.37103690914609533,0.25728878209931133,0.3288252976192499
dev_Number,0.3179661472515801,0.3606975187441688,0.24914749360898078,0.3645994143615211,0.30509597365885605,0.41884547285932416,0.2899474966191399,0.3673846897559536
