,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,1.0,0.0935282839091033,0.1983410257662556,0.1936130337662455,-0.44959123299361026,0.014625092590960006,0.057693180196104824,-0.32934914770046625,0.13443452317255483,-0.0893619982248981,-0.09491959175286321,-0.13571613880680128,0.08931201461058742,-0.10675494512794444,-0.30897386758068446,-0.25125038737725397,-0.04188589725908125,-0.5064627646690572
1,0.0935282839091033,1.0,0.07808946628526274,-0.21373691745381254,0.0657448314596704,-0.1672274417874862,0.09352368874789102,-0.33324895966127355,0.22714723044326757,-0.2751913087440884,-0.048513620530914806,0.17724605023682707,-0.012307655170115554,0.03076789029140189,-0.0011948925345502872,0.2545050552680165,0.2859008462604753,0.028072918895270454
2,0.1983410257662556,0.07808946628526274,1.0,-0.20770281078740113,-0.19022994257458598,-0.04275868583016945,-0.10931898398716446,-0.1167296504973411,0.24112075574001166,-0.30057935949902204,-0.060696155918792793,-0.003199967093887621,-0.09394948211336393,-0.1258008211682329,0.014231272395911543,-0.07422651725036676,-0.08401038407474487,-0.006938077937919971
3,0.19361303376624547,-0.21373691745381254,-0.20770281078740116,1.0,0.1135196816530492,0.08378437219558546,0.08786850237897012,-0.019838281837481778,-0.3483106572642366,-0.18530672934734915,0.09214677222696899,-0.07289629378610431,0.06190171317526361,0.04807812611733615,-0.03743189560935869,0.08132777301813074,0.10251727906277136,-0.013251633691715916
4,-0.44959123299361026,0.0657448314596704,-0.19022994257458595,0.11351968165304918,1.0,-0.13087534800892794,0.10443489190931293,0.2677288312574331,-0.19882042980307238,0.2235896775240162,0.2084124480209222,-0.013158336635018263,-0.07872969523197274,0.27289282142580545,0.026122212748749082,0.17200325485808873,0.1094552234786141,0.1858193020820161
5,0.014625092590960008,-0.16722744178748616,-0.04275868583016945,0.08378437219558547,-0.13087534800892797,0.9999999999999999,-0.07657414084812779,-0.283295697934938,-0.13022038857120308,0.08853408084932077,0.061292497601955244,-0.18740181128741176,-0.1676552756826278,-0.12111481580248055,0.07541903495986024,0.04639371998546081,0.028455155714250776,0.05224700878167499
6,0.057693180196104824,0.093523688747891,-0.10931898398716444,0.0878685023789701,0.10443489190931292,-0.07657414084812779,1.0,0.09865321856907307,-0.1036464335191072,0.03974070318197895,0.21622971639219876,-0.061038692367751814,-0.05392720510690772,-0.12772126272894996,-0.01660153000205632,0.09469483884037613,0.055084224292311586,0.11260947007295997
7,-0.32934914770046625,-0.33324895966127355,-0.1167296504973411,-0.019838281837481778,0.2677288312574331,-0.28329569793493803,0.09865321856907307,1.0,-0.04488202695396115,-0.07169332449500895,0.0739557489539702,-0.0048691378529434415,-0.05422023646087442,0.17284351959640842,0.08060616559275245,-0.03562977497798188,-0.10398405959124007,0.12346399948816095
8,0.13443452317255483,0.2271472304432676,0.24112075574001166,-0.3483106572642366,-0.19882042980307238,-0.13022038857120308,-0.1036464335191072,-0.04488202695396115,0.9999999999999998,-0.15169786676500438,-0.03286259933832927,0.17663975605763094,-0.14532291406826123,-0.019985415856302768,-0.2097896294193274,-0.021513223481946453,-0.04863879304558756,0.04636995284418221
9,-0.0893619982248981,-0.2751913087440884,-0.30057935949902204,-0.18530672934734913,0.22358967752401618,0.08853408084932078,0.03974070318197895,-0.07169332449500895,-0.15169786676500438,1.0,0.16062919963431696,0.07505841596878549,0.002223765120328676,-0.0198928832384325,-0.15070769654066035,-0.11445281190473884,-0.08679856360909623,-0.09582878294939065
