,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15
min_NfValence,-0.0918691252114833,-0.030992415512231607,0.0160574124266221,-0.06254643236549991,-0.0575350248379706,-0.06388498687296074,-0.016906474549732292,0.3542861709157885,-0.006185401059986057,0.03375085280782612,-0.11188663507977335,-0.16606504212878548,-0.0028919789463827394,-0.01242448198014255,-0.056712618112122165
most_NfValence,-0.27716661960921385,0.23700564325150641,0.10564194664852275,-0.08656787102591713,-0.04981443364036965,-0.0537207403404917,0.0050327337967117185,0.5203326475658059,-0.029795362901673214,0.033274564543001615,-0.07684799997480894,-0.13280955638546887,0.1990387771336395,0.10860557310402211,-0.14879704493438456
mean_NValance,-0.14298296270355063,0.3637128537507863,-0.21528532632858793,-0.06190187522543906,-0.05307151019826966,-0.12716436649983812,-0.062249360809345594,0.7843419895764963,-0.02368837826345135,-0.0034245082815137257,0.03354354428821053,0.2518727345310309,0.035922149320584,-0.0009279878898275454,-0.08779976612434025
maxdiff_NValance,0.02240030429153161,0.7351249715744912,0.1730924596266501,-0.10245278177483154,0.015988420439146465,-0.012546360314854206,0.051618803779213074,0.15667184337923243,-0.10874893615994105,-0.1624163517171304,0.02836979598302754,0.3842766095808581,-0.1084027114461506,0.17116939131774125,-0.00575768587386078
dev_NValance,-0.2104461257195185,0.5709305043787765,0.09104761867961615,-0.09983750102195416,0.11689400577874727,0.04540230698033079,0.0033522756514354304,0.33492785730513264,-0.168310091778429,-0.11574204345428145,0.011096189325482436,0.4008199185792202,0.1044162687007378,0.16673074346821745,-0.04945508786190471
max_NValance,-0.06012119710073691,0.7344320387257425,-0.04200736016942066,-0.10615986553903373,-0.042785070180533194,-0.048404551851759965,-0.034795296339591206,0.39460382412736644,-0.08509756679772058,-0.1214880166362707,0.033792481050295115,0.3562245284914109,-0.06836202343454949,0.09718472137179243,-0.07949770056412218
min_NValance,-0.18668096195323197,0.07374070018122435,-0.47484734505883736,-0.018987550310192995,-0.13295444362678532,-0.08340176738043771,-0.1926011193124548,0.5609241880586695,0.043018829860721836,0.07708426548803365,0.015325109359646044,-0.024863519582493807,0.08058625619079327,-0.1518871825282216,-0.16945645968366663
most_NValance,-0.09326676573543195,0.12534248543487822,-0.12944518636682262,-0.014712354082445023,0.005792971013863511,-0.13887171875863347,0.003053041067770378,0.7816296325212755,-0.011619080752054563,0.05513265882631908,0.030654801194439647,0.15398356504769883,-0.041923265151400144,0.00177551528951864,0.0036797875479525977
mean_NsUnfilled,-0.17975036225844868,-0.06268003068059953,0.07750411962302733,-0.08185049381043881,0.05609435370405535,0.25743102923891664,0.7601478403307018,-0.027571221097871117,-0.09741399157796621,-0.08664555720683972,-0.1436398027858432,0.05035265543639967,0.08801133941482611,-0.07932985198088616,0.007995433013995593
maxdiff_NsUnfilled,0.14874664345792912,-0.058698600545481455,0.12634711819143837,-0.024322851046228364,0.04070469777725495,0.005706711939958835,0.8989495299082445,-0.062113043672831846,-0.054624269301015084,-0.0651235187214218,-0.011266251961072477,-0.021940288990173744,-0.08239863369986523,0.0883483247029788,0.062015916150516215
