filename,params,target,mse
encodedOutputLayer1.csv,"{'C': 2.143407823042613, 'gamma': 0.7762595947537265}",0.18104248526633504,0.8188620485293608
encodedOutputLayer1.csv,"{'C': 0.10056043660498995, 'gamma': 0.44186605810547186}",0.11850327107561354,0.8814024196270311
encodedOutputLayer1.csv,"{'C': 0.8191038650038539, 'gamma': 0.2738708758150383}",0.49286245707909193,0.5070939192584578
encodedOutputLayer1.csv,"{'C': 1.0126750357505876, 'gamma': 0.4764485816344382}",0.36707384052689485,0.6328296781049598
encodedOutputLayer1.csv,"{'C': 2.0441606237302827, 'gamma': 0.6310533872026856}",0.2683725641863946,0.731532886631313
encodedOutputLayer1.csv,"{'C': 1.030132095325285, 'gamma': 0.2}",0.504981572387264,0.49497927280397747
encodedOutputLayer1.csv,"{'C': 1.5273902986268157, 'gamma': 0.2}",0.5036710059143542,0.49627985613199127
encodedOutputLayer1.csv,"{'C': 0.8316028945512749, 'gamma': 0.7030494112022101}",0.17589894593278244,0.8239992203118037
encodedOutputLayer1.csv,"{'C': 1.0104247303650562, 'gamma': 0.20000000083577177}",0.5048790982501707,0.49508178000391573
encodedOutputLayer1.csv,"{'C': 5.0, 'gamma': 0.2}",0.48845470754047204,0.5114129916545563
encodedOutputLayer1.csv,"{'C': 5.0, 'gamma': 0.8861714774017903}",0.13384391592009964,0.8660631148644754
encodedOutputLayer1.csv,"{'C': 4.364827101044618, 'gamma': 0.2}",0.49040098071979876,0.5094664288121902
encodedOutputLayer1.csv,"{'C': 3.6816629210574408, 'gamma': 0.2}",0.49324188428577537,0.5066254392290616
encodedOutputLayer1.csv,"{'C': 3.72508288524066, 'gamma': 0.8353665884370644}",0.1543440286870368,0.8455617860336734
encodedOutputLayer1.csv,"{'C': 0.8273797394374857, 'gamma': 0.5253469459553838}",0.3089742494385058,0.6909240110815095
encodedOutputLayer1.csv,"{'C': 3.059760454180073, 'gamma': 0.2}",0.4949036872845551,0.5049731465688402
encodedOutputLayer1.csv,"{'C': 2.5127009157739946, 'gamma': 0.2}",0.4964808028570638,0.5034154993381361
encodedOutputLayer1.csv,"{'C': 2.0190504858786005, 'gamma': 0.2001201522579951}",0.4998175000104762,0.5001059903727858
encodedOutputLayer1.csv,"{'C': 2.0157458342863817, 'gamma': 0.2005065855305384}",0.4999179861852645,0.5000055927121576
encodedOutputLayer1.csv,"{'C': 4.691126308394597, 'gamma': 0.2}",0.48933970603839566,0.510527864658599
encodedOutputLayer1.csv,"{'C': 4.0037040472943195, 'gamma': 0.20548618317191503}",0.49357841321626417,0.5062912265365103
encodedOutputLayer1.csv,"{'C': 3.3568167220289973, 'gamma': 0.2}",0.4942580044312471,0.5056137009353469
encodedOutputLayer1.csv,"{'C': 0.6284701058036208, 'gamma': 0.2}",0.4992228155556143,0.5007555758168049
encodedOutputLayer1.csv,"{'C': 2.7740062887896535, 'gamma': 0.2}",0.49547867169549686,0.5044080590330664
encodedOutputLayer1.csv,"{'C': 1.307753403246364, 'gamma': 0.2}",0.5050303854910768,0.4949272965629389
encodedOutputLayer1.csv,"{'C': 1.7622338351798073, 'gamma': 0.20448132136590874}",0.5026869842805867,0.4972501256311464
encodedOutputLayer1.csv,"{'C': 0.7411272567260564, 'gamma': 0.2020966664768034}",0.5019455152628558,0.49802824265635426
encodedOutputLayer1.csv,"{'C': 2.950409758788577, 'gamma': 0.5259265829065826}",0.3484059068165536,0.6514918006222722
encodedOutputLayer1.csv,"{'C': 1.5292531994125464, 'gamma': 0.36364968946994874}",0.4667876584919588,0.5331274574860954
encodedOutputLayer1.csv,"{'C': 2.3375113786081876, 'gamma': 0.20032380456475912}",0.4975765240987333,0.5023281872123565
encodedOutputLayer2.csv,"{'C': 2.143407823042613, 'gamma': 0.7762595947537265}",0.16483880630473918,0.8349825517136298
encodedOutputLayer2.csv,"{'C': 0.10056043660498995, 'gamma': 0.44186605810547186}",0.12042846455502583,0.8794581916214735
encodedOutputLayer2.csv,"{'C': 0.8191038650038539, 'gamma': 0.2738708758150383}",0.4654446953964021,0.5344504645749955
encodedOutputLayer2.csv,"{'C': 1.0126750357505876, 'gamma': 0.4764485816344382}",0.3331733000681412,0.6666641253190676
encodedOutputLayer2.csv,"{'C': 2.0441606237302827, 'gamma': 0.6310533872026856}",0.2469769459898119,0.7528403488523462
encodedOutputLayer2.csv,"{'C': 0.6184321316576906, 'gamma': 0.2}",0.4880759937867764,0.5118592886413311
encodedOutputLayer2.csv,"{'C': 4.998334059020401, 'gamma': 0.2275945355794476}",0.4678349254466908,0.5321142206240751
encodedOutputLayer2.csv,"{'C': 0.8316028945512749, 'gamma': 0.7030494112022101}",0.15956102335153383,0.8402874615995344
encodedOutputLayer2.csv,"{'C': 0.6381754960878268, 'gamma': 0.20638925562428076}",0.4867758625973916,0.5131586760945267
encodedOutputLayer2.csv,"{'C': 5.0, 'gamma': 0.7991091922390933}",0.1557880574025697,0.8440288647549619
encodedOutputLayer2.csv,"{'C': 4.544033177751157, 'gamma': 0.2}",0.4633831626854644,0.5365801078580852
encodedOutputLayer2.csv,"{'C': 3.9380459830441867, 'gamma': 0.2}",0.46473329697703375,0.5352292545003474
encodedOutputLayer2.csv,"{'C': 3.750662439455549, 'gamma': 0.7476130517988328}",0.18070558359991704,0.8191067484574373
encodedOutputLayer2.csv,"{'C': 1.4577433362432413, 'gamma': 0.2}",0.49285936115484275,0.5070519988197841
encodedOutputLayer2.csv,"{'C': 0.8273797394374857, 'gamma': 0.5253469459553838}",0.28090861212567597,0.718927951043587
