0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,e_total,e_ionic,e_electronic,formula_pretty,Material ID
-0.67696035,-0.7512568,0.31802925,-0.60835767,-0.8459956,0.6673586,1.4313711,0.41113743,0.6315222,-1.729229,0.95735246,1.719092,-0.3159071,0.40502387,-1.6131805,1.15524828,0,1.15524828,H2,mp-632250
-0.17206992,-0.8518285,-0.10051629,-1.0257198,0.5405386,1.7102667,1.3080106,1.1741148,0.4072047,-0.22882473,-2.1385837,0.48511285,-0.51400274,0.54227614,-1.1359794,1.247628367,6.67E-08,1.2476283,H2,mp-570752
-0.88106877,-1.2741174,0.29753473,-1.7384794,-0.09415301,1.2589135,0.7827326,0.2525392,0.5850791,0.05909638,-1.4194419,1.2297308,0.36162266,1.5243775,-0.94436604,1.261263267,6.67E-09,1.26126326,H2,mp-23907
0.2932427,-1.9170645,-2.1393447,-0.72199243,0.06412611,1.0647551,-0.2626926,0.8928837,0.75194746,0.7135603,-0.5860674,1.1023625,1.1351131,0.06772344,-0.4585532,1.39572475,2.00E-08,1.39572473,N2,mp-672234
-0.7116593,-1.3541979,-1.7566671,-1.0200359,-0.37640953,1.1872188,-0.19461426,1.8853458,0.60236686,0.6058099,-0.59626615,1.2996032,0.52018553,-0.457995,0.36731508,1.40798192,1.03E-06,1.407980893,N2,mp-12103
-1.1639464,-0.6640928,0.056421604,-1.8441975,0.67445683,1.0881888,0.39710018,0.4065777,0.4274554,-0.14219297,-1.5807457,0.9770065,0.7810435,1.597167,-1.0102426,1.53108903,3.33E-09,1.531089027,H2,mp-632291
-0.7950393,0.0753476,-1.9314727,-0.49912897,-0.9806718,0.8665638,-0.034086943,2.3850458,0.6101067,-0.51223075,-1.0541213,0.753365,0.036183983,0.33741271,0.7427258,1.53145984,0.00185455,1.52960529,N2,mp-154
-0.3871539,-0.8423281,0.7121633,-2.2841458,0.24536106,1.2835922,0.51549965,-0.39067233,0.27010572,0.016447283,0.46030247,1.0310766,0.40110496,0.94186336,-1.9732168,1.55239453,3.33E-09,1.552394527,H2,mp-850274
0.16456902,-1.5201375,0.89095753,-0.7074695,-1.0145783,1.6801479,0.62986845,1.2829416,0.99243855,-1.50467,0.16962044,-0.18732964,0.8342807,-0.87399167,-0.8366473,1.661730977,0.01087242,1.650858557,H4C,mp-1021328
-0.20718378,-0.95665663,0.3138542,-2.3987582,1.2958161,0.73033935,0.65657103,0.50755274,0.20830014,-0.63809437,-0.9852437,0.61866784,0.42540982,1.4817533,-1.0523281,1.83444631,0.004384887,1.830061423,HCl,mp-684609
0.57428974,-1.7975231,-1.2378336,-2.1912043,0.45382982,0.124369726,0.18447685,0.87453234,-0.19810303,0.7677378,-0.69548595,1.1893809,0.631948,1.0393276,0.28025758,1.896648767,0.379912777,1.51673599,Cl2,mp-570778
0.17747863,-1.6418924,-0.4822386,-1.6054109,-0.6063875,0.5828312,-0.7948593,2.2730649,0.5322138,-0.17674884,0.8160648,0.58531076,1.0526915,0.012648276,-0.72476625,1.927902043,0.295954993,1.63194705,CF4,mp-1167
0.0751868,-0.83749765,-0.66591763,-1.2011468,-1.0389175,0.50486207,-0.45312715,2.5530787,0.46882418,-0.7331116,0.62117314,-0.7207775,1.2572606,0.8236521,-0.6535415,2.07646826,0.193456073,1.883012187,CO2,mp-556034
0.5814451,-0.8940708,-1.87642,0.21860492,-0.5845983,0.55406266,-0.47133574,2.3944194,0.21926741,-0.7723683,0.5426125,-0.61732686,1.1759216,0.4267275,-0.8969405,2.077496053,0.212375633,1.86512042,CO2,mp-20066
1.4802463,-1.9177394,-1.2575774,-0.18471132,0.035934485,0.9585644,-0.38081768,1.8197811,-0.3311131,-0.40380344,0.55080354,-0.80322635,0.748441,0.6512072,-0.96598965,2.112508733,0.221783783,1.89072495,CO2,mp-11725
