0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,e_total,e_ionic,e_electronic,formula_pretty,Material ID
-0.66973823,0.2028316,-0.47430053,1.0050454,0.20779964,1.1644523,0.5408548,0.27724454,-1.368441,0.75049937,-2.481901,1.4318386,0.43947816,-0.77890944,-0.24675462,1.15524828,0,1.15524828,H2,mp-632250
-0.5072117,-0.31837907,0.0066901073,-0.17457603,-0.058246702,1.1777004,0.22895703,1.3819768,-1.0194054,0.7039518,-2.560788,1.2965891,-0.043901008,-0.9158082,0.80245024,1.247628367,6.67E-08,1.2476283,H2,mp-570752
-0.31555957,-0.6330048,-0.02938003,0.36279464,-0.35787466,2.582824,0.23507752,-0.0066669416,-0.34970233,0.84899545,-2.0547466,1.0757395,0.07020363,-1.0783268,-0.35037363,1.261263267,6.67E-09,1.26126326,H2,mp-23907
-0.23850456,-1.6698067,-1.7107929,0.21269733,-0.8168666,1.6398898,0.45370072,0.8497831,-0.7888523,1.2626473,-0.44527572,1.5151515,-0.013175825,-0.40468496,0.15408921,1.39572475,2.00E-08,1.39572473,N2,mp-672234
-0.8456487,0.17904288,-1.7279772,-0.7374337,-0.49468184,1.8243613,-0.36863506,0.6453718,-0.7588936,1.354086,-0.553934,1.9346476,-0.36528754,-0.068506606,-0.016511532,1.40798192,1.03E-06,1.407980893,N2,mp-12103
-1.1821684,-0.02614719,-0.23843771,0.81829745,0.14715979,2.3716125,0.22713317,-0.15336384,-1.170626,0.38943282,-2.102667,0.9140847,0.45536157,-0.042287186,-0.40738466,1.53108903,3.33E-09,1.531089027,H2,mp-632291
-0.0665872,-0.6137174,-1.6079762,-0.26178238,-0.44588083,1.8588668,-0.46073624,0.67880493,-1.0921177,1.4052309,-1.4945192,1.442088,0.22097647,0.14006084,0.2972888,1.53145984,0.00185455,1.52960529,N2,mp-154
-0.5189458,-0.125987,-0.25179088,-0.24626978,0.23170006,2.6504223,0.016064703,-0.34981656,-0.9264723,0.9624623,-2.142479,0.85217667,0.07052861,0.24902862,-0.47062284,1.55239453,3.33E-09,1.552394527,H2,mp-850274
-0.02055279,-0.77000916,-0.0964628,-0.123022184,-1.0294623,3.1610808,-0.16424492,-0.003020797,-0.41985464,1.0486387,-0.020374477,-0.72369087,-0.0056599006,-1.1767894,0.3434245,1.661730977,0.01087242,1.650858557,H4C,mp-1021328
-0.24767864,-1.3296765,-0.90280855,-1.0190704,1.3637161,2.6198084,-0.3252068,0.08764484,-0.05040192,0.60596544,-1.1690714,0.78159255,-0.20039794,0.079708956,-0.29412442,1.83444631,0.004384887,1.830061423,HCl,mp-684609
-0.23169285,0.21042985,-1.7939728,-0.79448044,-0.19602513,0.91650206,-0.29904395,1.09137,-0.91913867,1.2980696,-1.5592138,1.6397771,-0.64453715,0.5839787,0.6979776,1.896648767,0.379912777,1.51673599,Cl2,mp-570778
0.07760647,-1.4340897,-2.0085578,0.67866194,-0.688074,1.5477844,-0.43441194,1.8365332,-0.35131732,0.6711369,-0.42733112,0.5844345,0.71378344,-0.14782448,-0.61833435,1.927902043,0.295954993,1.63194705,CF4,mp-1167
0.4136117,-0.5485671,-2.6745842,0.38435295,0.27983677,0.4356322,-0.00077039003,1.629651,-0.98728776,0.67701197,-0.43407717,-0.42556778,0.30072317,1.4646,-0.51456517,2.07646826,0.193456073,1.883012187,CO2,mp-556034
1.1965734,-0.6165439,-2.652807,-0.17491359,0.1984069,0.2708925,-0.3976839,1.3528585,-0.7166736,0.54589444,0.4035196,0.016533092,0.6248219,1.1261746,-1.177053,2.077496053,0.212375633,1.86512042,CO2,mp-20066
0.9581023,-0.90558857,-2.6785972,0.19055775,0.33065104,1.3322165,0.0008154027,1.1588426,-1.0549375,0.514315,-0.5711,0.36975795,0.08868307,0.8186953,-0.55241406,2.112508733,0.221783783,1.89072495,CO2,mp-11725
0.37877545,-0.79905957,-2.4269125,-0.23624948,0.018589009,0.37300885,0.35856774,0.40469873,-0.843348,0.44788846,0.28388685,2.5594997,-0.5406987,-0.035672665,0.057026114,2.129172643,1.129172643,1,Si3Ag3(SnP3)2,mp-18310
0.75673234,-1.6004013,-2.1498349,-0.60050344,-0.44787166,0.89363813,-0.62092996,1.0081024,0.11829803,1.2091774,-0.74246,1.2900082,0.8882898,0.030609109,-0.032853916,2.145893997,0.444654513,1.701239483,PF5,mp-8511
0.3725348,-1.1476189,-2.6140854,-0.15542598,-0.057212938,0.81300145,-0.21597582,1.0781279,-0.57202107,1.2751776,-1.1227666,0.88402575,0.69844776,0.5202489,0.24354284,2.14752879,0.433110917,1.714417873,SF6,mp-8560
-0.096037984,-0.48819244,-2.6401975,1.0370761,0.0176135,0.97700316,-0.30545503,1.1364518,-0.9763963,0.16476339,-0.46698493,0.9210688,0.34127462,1.2213877,-0.843375,2.16252577,0.197198583,1.965327187,CO2,mp-644607
1.3571069,-0.39796564,-2.3403404,0.3095293,-0.6265187,0.4024324,-0.57975036,1.0811547,-1.4082212,0.9416527,-0.65884423,1.1509931,0.85371107,0.013097946,-0.09803778,2.16889963,0.538604293,1.630295337,SiF4,mp-1818
2.163524,-1.0002607,-1.7479393,0.5110612,-0.77317715,-0.008831874,-0.6841812,1.4334408,-1.0711131,0.5513573,0.03161212,1.0288123,-0.002266921,0.15628424,-0.5883217,2.18867938,0.563808523,1.624870857,BF3,mp-558149
1.3226864,-1.5385562,-1.844086,1.1531215,-0.71608055,0.34220946,0.031898413,1.218984,-1.5187938,0.3314479,-0.20402427,1.2463268,0.046730217,0.14804786,-0.019911647,2.195219853,0.16372906,2.031490793,BCl3,mp-23184
1.3391778,-2.1483688,-0.31451017,0.9997856,-0.44477955,0.4470968,-0.4702494,1.7808359,-1.5146825,0.29378113,-0.6154408,0.5661278,0.6699635,-0.2827804,-0.3059567,2.213265673,0.33209927,1.881166403,CClF3,mp-28473
0.21946153,-1.8306915,-1.6328222,-0.24214782,-0.36209255,1.1655105,-0.09500867,0.8385068,-0.72335273,0.16803631,-0.8474796,1.1937679,0.61458826,1.8680521,-0.3343284,2.287834197,0.32852852,1.959305677,NO2,mp-557865
0.7363773,-1.0968642,1.2164947,-0.24596255,-0.011665014,0.32433712,-0.9991305,1.3699833,-1.6279249,-0.1225195,-1.8517567,1.0649333,1.2202258,0.101795524,-0.07832424,2.287892913,0.85009695,1.437795963,BeF2,mp-559400
0.8146844,-0.112995654,-2.1769357,-0.11604774,-0.10028437,0.39058352,-0.55827355,0.63153917,-1.1657891,1.2304955,-1.2766786,1.9745399,0.42708722,-0.21834885,0.25642404,2.325346723,0.525786173,1.79956055,S(OF)2,mp-8537
1.4843355,-0.20212936,-1.1636801,-0.05294168,-1.1313353,-0.25522092,-0.014838535,0.47125173,-1.1371518,0.7177354,-1.0376363,2.6115339,0.15920344,-0.23374373,-0.21538216,2.353924337,0.537385497,1.81653884,AsF5,mp-8723
1.0339054,-1.302486,-2.4099412,0.5250255,0.5458876,0.09577284,-0.32466653,0.87886536,-0.6317295,-0.28861615,-0.44811755,0.014388666,0.28882855,2.0490198,-0.026137061,2.364603643,0.18930882,2.175294823,CSO,mp-28240
0.8167524,-1.0996118,-1.0053264,0.03950601,-0.9780417,-0.19467625,-0.43895525,0.92747265,-1.2072899,0.42164558,0.23614225,2.8704956,-0.3601887,-0.053249083,0.025324622,2.371682143,0.150870303,2.22081184,BBr3,mp-23225
0.5389202,-0.08724418,-1.939857,-0.7862765,-0.6805701,-0.7494103,0.28971285,1.0561342,-0.7799476,1.079484,-1.389416,1.8272564,0.83921605,0.24374592,0.5382521,2.374832827,0.615616167,1.75921666,SF6,mp-975
0.11359148,-1.3529522,-0.8302654,-0.68795633,-1.1168184,0.74379086,-0.35674736,1.8357811,-1.1742855,1.1604561,-0.32828373,1.8766708,0.07580297,0.42934698,-0.38813093,2.40144906,0.29163419,2.10981487,SiCl4,mp-28391
-1.1623135,0.43010524,0.2061807,-1.2296124,0.18606506,2.1564965,1.4460799,-1.0759712,-0.853026,0.7973803,0.17349151,0.8835389,-0.0677925,-1.0139983,-0.87662446,2.413913567,0.200604917,2.21330865,SiH8,mp-972825
1.3479562,-0.4979648,-2.3208938,-1.4434053,-0.5613206,0.07091871,0.018391566,1.2346553,-0.7722358,0.64310825,0.049974825,1.123351,0.13159215,1.1407335,-0.16486098,2.428072657,0.41171022,2.016362437,C(ClF)2,mp-22966
