0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,e_total,e_ionic,e_electronic,formula_pretty,Material ID
0.0694493,0.2263989,-0.13837577,0.057415836,0.45872688,0.2907168,-2.2340808,0.18470064,0.3285645,2.2296402,-0.70403296,1.1607513,-0.7830764,0.26569012,-1.4124879,1.15524828,0,1.15524828,H2,mp-632250
0.2936694,-0.44430697,-0.4956658,0.06094096,0.48311335,0.24298638,-1.7210325,0.03682293,0.58436424,2.3359013,-1.5069295,1.3199042,-0.25206435,0.200847,-1.1385505,1.247628367,6.67E-08,1.2476283,H2,mp-570752
0.60634106,-0.8461864,-0.85788196,0.54056805,1.214701,0.27391225,-1.0140998,0.5120717,0.9626845,1.346244,-1.5057497,1.5564749,-1.0473597,-0.8256564,-0.9160635,1.261263267,6.67E-09,1.26126326,H2,mp-23907
0.19618148,-0.33002564,-1.5162851,-0.13644095,1.1425586,0.890194,-1.8104779,1.9512713,0.09191406,0.8202116,-0.8496612,0.9565135,-0.6400238,0.023580521,-0.78951013,1.39572475,2.00E-08,1.39572473,N2,mp-672234
0.34405324,-0.83284324,-0.90302,-0.93145156,1.2789209,0.1233324,-1.4460337,1.7217746,0.40502146,1.4172094,-0.8505067,1.0677816,-0.21552467,0.12523445,-1.303948,1.40798192,1.03E-06,1.407980893,N2,mp-12103
0.37531492,-0.53966063,-0.97926164,-0.24621642,1.2988075,0.3006767,-1.5097398,0.32114366,0.79410577,1.6669729,-1.5284601,1.0266951,-0.27506837,0.7113825,-1.416692,1.53108903,3.33E-09,1.531089027,H2,mp-632291
0.25431576,-0.08048581,-1.090844,-0.804117,0.9288704,0.028003078,-1.8804342,1.4544003,0.16177668,1.683575,-0.98815745,0.72696316,0.21585113,0.6899524,-1.2996693,1.53145984,0.00185455,1.52960529,N2,mp-154
0.1155141,-0.03305652,-0.75361854,-0.5691832,0.45390272,0.26036245,-1.8935089,0.64194804,-0.009520274,2.0949297,-1.3377571,1.15259,0.23143063,0.87158704,-1.2256198,1.55239453,3.33E-09,1.552394527,H2,mp-850274
0.32670686,0.12374284,-0.7852898,-0.27696913,0.1845637,0.96225965,-2.1136959,1.5443892,0.050290737,0.7770273,-0.38445786,0.64605635,-0.07367739,1.0447017,-2.0256484,1.661730977,0.01087242,1.650858557,H4C,mp-1021328
-0.10926468,-1.1062086,-1.8242221,-0.6723617,1.6013181,0.55296403,-0.8616524,1.3703754,-0.29048315,1.1588628,-0.77739215,0.9114142,0.011320144,0.92068976,-0.88536006,1.83444631,0.004384887,1.830061423,HCl,mp-684609
0.095327295,-0.99496585,-0.892286,-1.1068778,0.6342963,-0.39145705,-1.2913888,1.4926789,0.16969371,2.0490663,-0.8909049,1.0678821,0.13098113,0.7845983,-0.85664344,1.896648767,0.379912777,1.51673599,Cl2,mp-570778
0.045101717,-0.22836658,-1.5473742,-0.9399971,0.75860935,0.10982587,-1.6152617,1.9582323,0.03534222,0.6808778,-0.31949958,0.80899835,0.2540456,1.2940475,-1.2945814,1.927902043,0.295954993,1.63194705,CF4,mp-1167
0.049818628,-0.35921738,-1.6855623,-0.7829515,1.0904673,0.038340956,-1.666557,1.6184675,-0.2502879,0.6569679,-0.029469062,0.5390306,0.31309384,1.6184247,-1.1505663,2.07646826,0.193456073,1.883012187,CO2,mp-556034
-0.18504171,-0.22528301,-1.8925077,-1.1822962,0.5926577,0.09737414,-1.4287217,2.0483735,0.09540926,0.82757795,-0.25815952,0.7149221,0.48620233,1.098581,-0.7890883,2.077496053,0.212375633,1.86512042,CO2,mp-20066
0.13461974,-0.52824455,-1.513801,-1.3638932,0.86984193,-0.16164786,-1.2200686,1.7675725,-0.320994,0.70944643,-0.28431916,0.58986735,0.61833674,1.672723,-0.96944,2.112508733,0.221783783,1.89072495,CO2,mp-11725
-0.56467044,-0.030133856,-2.4170203,-1.1544096,0.93053615,0.21656491,-0.64984304,1.0714219,0.86522543,0.78095293,-0.013279395,0.46993092,0.20313853,1.4417776,-1.1501913,2.129172643,1.129172643,1,Si3Ag3(SnP3)2,mp-18310
0.32479778,-1.4680248,-0.84162545,-1.662052,0.45328724,-0.20878841,-0.6862814,0.94255346,-0.16876815,2.2521803,-0.5996035,0.77539957,0.7884911,0.74634385,-0.6479093,2.145893997,0.444654513,1.701239483,PF5,mp-8511
-0.3553239,-1.2182249,-1.7034897,-0.15913783,1.0296429,0.57861954,-0.90303195,0.7007255,0.59651774,1.5684509,-1.1400641,0.9643668,0.078988664,1.1446633,-1.1827024,2.14752879,0.433110917,1.714417873,SF6,mp-8560
-0.49339053,-0.68491226,-1.145186,-0.69372314,1.0360596,-0.29945254,-1.7035122,1.9235107,0.31357834,1.0036192,-0.1702868,0.25942796,0.26974398,1.4924802,-1.1079572,2.16252577,0.197198583,1.965327187,CO2,mp-644607
0.31562802,-1.1070746,-1.5907649,-1.2339209,0.3243912,0.22150609,-1.0811591,1.7022808,-0.09124119,1.1894535,-0.5313023,1.0449216,0.82025766,0.9909474,-0.97392297,2.16889963,0.538604293,1.630295337,SiF4,mp-1818
0.34871563,-0.9223222,-1.6874131,-1.440273,0.9467955,0.23733047,-0.97855264,1.8602005,-0.4210643,1.004683,-0.13339844,0.9934275,0.4179786,0.70656604,-0.93267393,2.18867938,0.563808523,1.624870857,BF3,mp-558149
0.3780742,-0.80208904,-1.8681586,-0.9563298,0.8050336,0.39380437,-1.2867656,1.8369911,-0.58407176,0.42245746,0.16774867,1.0307873,0.21436714,1.1937813,-0.9456306,2.195219853,0.16372906,2.031490793,BCl3,mp-23184
