FA1,FA2,FA3,FA4,FA5,FA6,FA7,FA8,FA9,FA10,FA11,FA12,FA13,FA14,FA15,e_total,e_ionic,e_electronic,formula_pretty,Material ID
1.207344918,-1.420353042,-2.266406307,-0.7573359,-1.116491505,-0.444343268,-1.017352589,0.237273375,-0.803130635,-0.373793134,0.173690393,-1.632313703,1.17432031,0.420434574,-0.34207803,2.989561233,1.158263177,1.831298057,SiO2,mp-559928
-0.352320172,-0.341459575,-1.768105971,0.377594601,-0.039164987,2.159769673,-0.952594317,-0.656076805,-0.295072673,-0.670245763,1.156495822,0.173350805,0.147161695,0.921672304,-0.650728336,3.000577437,0.78269826,2.217879177,Zn(CN)2,mp-35751
1.182774991,-1.41481612,-2.252112793,-0.76811841,-1.063346145,-0.477653922,-1.025129239,0.216848648,-0.828107415,-0.378078787,0.153302456,-1.623561444,1.152259931,0.344111759,-0.384971584,3.00375098,1.154232913,1.849518067,SiO2,mp-600038
1.153424773,-1.40243886,-2.259670876,-0.779604001,-0.98344254,-0.497761172,-1.02503765,0.189142941,-0.841888039,-0.382887268,0.117534585,-1.615505496,1.118547087,0.256979834,-0.436125511,3.004849603,1.159882763,1.84496684,SiO2,mp-600001
0.485927766,-0.887660733,-2.724731237,-1.191322811,-0.911901671,-0.001279997,-1.392214888,0.59686819,-1.180602186,-0.093761267,-0.907597514,2.295689614,-0.58415534,-0.291348625,-0.288301329,3.026961647,0.43314872,2.593812927,PBr3,mp-27257
-0.723842355,-0.978068583,-1.760506102,0.288069094,1.088167855,2.527899725,1.214871863,-0.60817951,-0.914961858,-0.73243455,1.198019612,-1.963578016,0.287837308,0.443553603,-1.361226195,3.03349792,1.08265985,1.95083807,HCN,mp-644385
0.377830128,-1.488887275,-3.340068495,-1.443999254,-0.498626358,0.7145292,-1.34974809,-0.037323826,-0.846798389,0.020942397,-1.264666707,-0.567556451,0.090233043,1.081002271,0.097785532,3.050761833,0.688659697,2.362102137,SCl2O,mp-28406
0.736347882,-0.863215387,-2.796152096,-1.21027007,-0.124147902,1.532294048,-1.183104053,0.057468192,-0.464167434,0.04105058,-0.408853227,1.340011373,0.797551715,2.299034371,0.195442219,3.05293671,0.624539863,2.428396847,PBrNF,mp-559366
-0.067722338,0.325088331,-3.698942059,0.595414339,0.875454076,2.117586729,-0.92283671,-0.134609988,-0.486090768,-0.850253934,0.548557708,0.760793736,0.673060212,1.692850757,0.832679116,3.054671943,0.291972593,2.76269935,CIN,mp-30068
-0.587847483,-0.922057637,-0.909729461,-1.292653114,0.240229546,3.358687435,0.904514483,-1.242979497,-1.021325209,-0.204150561,-1.419643324,-0.234350983,0.813888519,-1.444224622,-0.966477774,3.06404065,0.99086761,2.07317304,H2S,mp-697135
0.522949362,-0.907416178,-2.261464094,-1.105182031,-1.180718649,0.387003293,-1.319879161,0.040047407,-0.990249234,-0.236153456,-1.000842374,1.272570028,-0.677039741,-0.846064224,-0.726128877,3.069093043,0.528707637,2.540385407,AsCl5,mp-30106
-0.44530583,-1.72586668,-3.843267302,-1.721028781,-0.823644006,-0.538978699,-1.533022817,-0.586856684,-1.655930597,-0.144172551,-2.264229796,-0.89918174,-0.847151587,-0.285747226,-0.596359123,3.085705877,0.03910186,3.046604017,S,mp-558014
0.494472445,-1.436348114,-3.08181671,-1.45438051,-0.489642187,1.367991333,-1.284327858,-0.219767554,-0.750865048,0.107997834,-0.946316766,-0.698221974,-0.002817907,1.396856848,-0.297830909,3.095334277,0.503591603,2.591742673,NClO3,mp-754712
0.700856839,-1.214628659,0.173286634,-0.915445057,0.151475411,1.355944555,-1.497107703,0.728082265,-0.92570172,-0.732272029,-1.265743242,-0.654101557,0.136523104,-0.824516039,-0.899327104,3.096350106,0.78919247,2.307157637,BeCl2,mp-23267
1.113679331,-1.445186192,-1.526016464,-1.194736027,-1.226043502,-0.430584792,-1.200014661,-0.005564851,-0.92924339,-0.085592244,0.382437068,-1.227741989,0.815876975,0.71451706,-0.399189484,3.09762878,1.257033847,1.840594933,AlPO4,mp-5859
-0.305062943,0.156979999,-2.122751844,0.213547452,-0.503972133,1.620693392,0.753340698,-0.935452326,0.008533278,-0.335406476,1.389267319,-0.544132922,-0.737990989,1.462786091,-0.38873334,3.10041953,0.62931095,2.47110858,AgB(CN)4,mp-10413
0.781179727,-1.406707017,0.442847425,0.498914594,-0.820376426,0.786695001,-1.408905651,0.741266951,-1.037224068,-0.292957082,0.611404612,-0.051020401,-0.743752494,-1.070201147,-0.680737119,3.117802057,0.758974527,2.35882753,Al2VCl8,mp-568443
-0.443475963,-0.996687849,-2.772074246,0.072863647,0.420157558,1.687807974,-0.974671412,-0.333223299,-0.498981067,-0.733805939,0.530529211,-2.484826988,-0.214394832,1.526150408,-0.48882105,3.127682483,0.912878597,2.214803887,Al(CN)3,mp-35327
0.72169213,-0.701825571,-2.481153872,-0.934860186,-0.99948698,0.515308671,-1.143994765,-0.134422593,-0.628012663,-0.222130698,-0.606978889,1.372815707,-0.006119183,0.353822756,-0.162562819,3.130779633,0.662393557,2.468386077,AsCl3O,mp-29863
0.478446962,-1.577281862,-3.261517176,-1.462078369,-0.483161318,0.149180498,-1.29600736,-0.280811324,-0.841439221,0.076839286,-0.63371615,-0.897293574,0.630036019,1.923960448,0.085615356,3.13414214,0.601058213,2.533083927,P2S2O3,mp-3667
