FA1,FA2,FA3,FA4,FA5,FA6,FA7,FA8,FA9,FA10,FA11,FA12,FA13,FA14,FA15,e_total,e_ionic,e_electronic,formula_pretty,Material ID
0.69478103,-0.38373049,0.613844826,0.240578336,0.334423817,0.53255092,0.666557747,0.176998527,1.846590537,-0.474281121,0.361824044,-0.938332518,-0.839616122,0.729419069,-0.990858832,9.795249433,6.903297647,2.891951787,Li2Fe2(CO3)3,mp-758191
-0.176194916,-0.897643488,1.970066283,-0.486825417,1.443389256,0.570183931,0.928650562,-0.627082237,-0.719024904,-0.270483459,-0.885993758,-0.01267189,0.335985287,-0.49508145,-1.447528247,9.799279537,7.156176523,2.643103013,Li7Mn(OF)3,mp-760307
-0.752814031,-0.491179899,0.936772775,-1.170614454,1.138952845,0.688528774,0.577990196,-0.085926583,-0.728166132,-0.453709246,-0.318936571,1.214867945,-0.52323831,0.000268965,1.369239685,9.79979992,6.05500308,3.74479684,K3SbS3,mp-1194266
0.653727025,0.197462547,-3.718771367,-1.188516554,-1.338654717,-0.930586129,-0.937209458,-1.228704418,-0.532594018,-0.312137981,-1.694587869,1.185270798,1.074714536,-0.080751524,0.610479663,9.800950653,5.52049261,4.280458043,TeO3,mp-754658
1.047424501,-1.000988605,-0.844256996,0.421133116,-1.067119761,-0.547661806,0.766133899,-0.03784598,-0.453571058,-0.116736771,-0.069456059,-0.453942376,0.7685189,-0.27035901,-0.65429588,9.80256209,5.764769453,4.037792637,CrPO4,mp-27042
0.959259855,-0.596306287,1.223910009,-1.056214053,-0.560823994,-0.507389355,-1.272207946,-0.221898202,-0.648870418,-0.55032825,-0.427923603,1.27766164,1.329564133,0.168453212,0.04654898,9.80730651,6.362362823,3.444943687,CaSeO3,mp-557997
0.428946451,1.387053148,0.788895454,-1.273624712,0.067741416,0.450551237,0.30169645,0.607694865,-0.541251691,-0.564332713,0.366654333,1.031979576,-0.352550892,-1.175141562,2.820458718,9.808384623,6.740046767,3.068337857,Cs3Tl2Cl9,mp-1192769
0.603134287,0.038559898,-0.621936369,0.755973074,0.274112629,-0.417334478,1.380139283,-0.259157889,-0.157488972,-0.589954718,-0.01384417,-0.743131305,0.758969075,-0.361908112,3.403180912,9.81125682,7.31539485,2.49586197,CsLiMoO4,mp-551629
0.827169088,0.032153821,-2.057784206,-1.030744376,-0.632839782,-0.193943543,-1.043420154,-0.802971582,-0.519486922,-0.009687578,0.410537964,1.754328206,1.486841879,0.301473402,0.281304634,9.813378343,5.93496326,3.878415083,InTeO3F,mp-510727
0.220578986,-0.651184744,-0.128752244,0.884007687,0.944959403,-0.309301687,0.677242311,-0.287641421,-0.577694784,-0.237252956,1.013383462,-1.35193069,-0.382411583,0.645765345,1.900735564,9.81523093,6.98300622,2.83222471,K3Y(BO3)2,mp-555495
0.859250739,-0.020263808,-0.342279244,-0.962848175,0.457825352,-0.14518276,0.849347414,-0.284639238,-0.139575163,-0.345754982,0.488201717,0.832023159,1.473538312,-0.924655857,3.742981317,9.81623685,7.243915957,2.572320893,Cs2InAgF6,mp-1113588
-0.767250058,-0.7539542,0.223231891,0.348126573,1.101670963,1.058482631,0.447195268,0.482174761,-0.494877684,-0.619247048,-0.421063566,0.313588216,0.538671204,-0.112209046,3.699845549,9.817398934,5.62769742,4.189701514,Cs2MnS2,mp-505034
0.742638238,-0.365333872,0.538259311,-0.953783858,0.399396572,-0.798868833,-1.159414689,-0.507749935,-0.437582775,-0.451872149,0.296343685,0.645275828,0.612856793,0.540180757,0.857180758,9.826866653,6.767909753,3.0589569,Sr2MgGe2O7,mp-972387
0.656610339,-0.792821386,1.462899161,-1.093462947,1.069487279,1.090914704,-1.535942621,0.702204264,-0.547359402,-0.627029086,-1.069929446,-0.710993731,1.498393905,-0.852072376,1.187459217,9.82767476,6.96545711,2.86221765,SrClF,mp-22957
0.672314227,1.922768785,1.014728399,0.573044713,-0.000995865,-0.676673378,-1.186311414,-0.715793722,-0.488903686,-0.48595434,-0.265207104,0.963147292,-0.436127799,-0.005917444,0.913197591,9.82782828,4.70069286,5.12713542,BaLaMgBiO6,mp-41414
-2.182626035,0.839750531,1.564824301,-1.573122433,1.217908611,0.462690055,-0.389342999,1.696138364,-0.750301235,-1.798558753,-2.96058481,0.436125632,2.1214222,0.227818952,1.726215181,9.82916724,4.536175417,5.292991823,RbAu,mp-30373
0.857927404,0.339265907,-2.16283395,-0.111486786,-0.586657701,0.422763175,1.193029749,4.249758485,-0.337050409,-0.77007277,-0.762499789,-0.908007759,-1.385827368,-1.755177761,0.41348972,9.834288077,1.03398827,8.800299807,Pt3I8,mp-704718
0.773066778,-0.931502514,1.134054048,-0.530551069,0.323609869,0.224736961,0.876298734,0.391658502,-0.510422506,-0.416874137,0.565868672,-1.82148881,-0.388084328,0.973123632,-1.185289703,9.83455937,7.306812887,2.527746483,Li3BePCO7,mp-771341
0.213372259,-0.402618348,-0.328259962,-1.139791975,0.558653789,2.193979833,0.543543881,-0.988630057,-0.358969429,0.002046376,-0.898635096,1.577168246,0.589149228,-0.270421159,-1.505160014,9.836124413,6.489312783,3.34681163,Zn(HO)2,mp-625488
0.637901766,-0.830233554,0.829905753,0.44998041,1.247785925,-0.022820604,0.316872773,-0.000206266,0.171501909,-0.068584515,-0.526946124,0.103331995,0.560058128,0.519458173,-1.136114429,9.838484443,6.678886533,3.15959791,LiMn5O3F5,mp-759115
-0.659198312,-1.005427722,1.101858688,-1.117343523,1.04516749,0.736962127,0.548023452,0.238358349,-0.741049223,-0.569419232,-0.244419174,1.126971741,-0.352339366,0.151018615,1.300365221,9.83882025,6.30764596,3.53117429,K3AsS3,mp-1193111
0.790981004,-0.079086252,1.400406147,-0.62337272,0.304934429,0.581627784,-1.403383539,1.501775875,-0.403728224,-0.629960117,-0.616844301,1.731063848,-0.238931409,-0.663092374,1.815552455,9.838867647,5.864340303,3.974527343,Ba4I6O,mp-29909
-0.104917739,-0.639807291,1.022785104,-0.655131071,1.181972114,-0.304490477,0.930871381,-0.595249733,0.381851969,-0.561719392,-0.435554034,0.631409063,0.928814844,-0.74139199,-1.281888971,9.842490483,6.063196327,3.779294157,Li2NiO2,mp-19308
0.024992206,-1.466631515,0.405617526,-1.007822978,0.745655772,0.746843743,-1.501434205,0.553189233,-0.996113043,-0.435905964,0.306155294,-0.946644078,-0.909205249,-0.198185575,-1.036933727,9.842956067,4.88162789,4.961328177,Mg2SiS4,mp-1193963
-0.939395133,-0.421038695,1.980607479,-1.208639723,-0.121738579,0.50263487,0.961985045,-0.942048236,-0.823774084,-0.23130074,-0.17889888,1.729081201,0.284043065,-1.268712935,-0.797636584,9.844417271,3.739546828,6.104870443,Na4CdP2,mp-8752
0.864372843,-0.025971089,-0.328536902,0.325721981,0.898590811,0.542196616,1.106068007,0.076773183,-0.114286658,-0.438174315,-1.324422862,-0.411969713,0.578654321,-1.166214253,3.580919179,9.84722395,7.578906482,2.268317468,Cs2LiCrF6,mp-1206440
0.45505434,-0.71963083,-0.686882465,0.614354587,0.904655224,1.528550011,1.196276534,-0.386057046,-0.295744967,0.021759547,-0.685253046,-0.049091648,0.574104506,-0.125020328,-1.363423026,9.847250253,5.44997187,4.397278383,CrHO2,mp-23910
0.601573321,-0.63894636,0.492199774,-0.778456342,0.125108638,0.430990317,1.429912431,0.726491324,-0.395555318,-0.511753966,-1.055057549,0.617520119,-0.197108522,-1.679333721,1.369932994,9.848008477,6.27752061,3.570487867,K2PdCl6,mp-23067
-0.162069296,-0.907634275,0.836127959,-0.354644973,1.244475029,0.003155684,0.751593661,0.053572904,1.910430632,-0.641687675,-0.580495496,0.082611359,0.590358953,-0.100143878,1.893457936,9.84851373,6.782415457,3.066098273,K3FeO3,mp-504570
0.121913474,0.215498996,0.22195652,-0.627804201,1.119331724,-1.006119382,0.810378525,-0.797179585,1.493280504,-0.386604762,0.027529787,0.622989889,-0.813453035,0.381258115,-0.119167596,9.855280857,6.04371055,3.811570307,Na3Co2SbO6,mp-561940
-1.099392538,-0.36408705,2.063486232,0.348457188,0.112002885,2.515053694,1.181692361,-1.149269885,-0.752597871,-0.189148276,-0.185640164,-0.342500117,-0.037212504,-1.739125014,-0.983585032,9.85543155,4.80784833,5.04758322,Li7NbN4,mp-14827
0.414187663,-1.205240833,0.653389175,-1.077690785,1.01257751,-0.712807423,0.666036813,0.013557571,-0.599926851,-0.294794513,0.597926035,-1.5911123,0.039964304,0.678667386,-0.345796543,9.856820293,7.135948197,2.720872097,Na2BeSiO4,mp-560829
-0.17610423,1.321645188,0.822457463,-1.068200939,0.227528549,1.22153015,1.291028943,2.478522624,-0.146289408,-1.061066686,-0.520379678,0.77540917,2.117295583,0.177888668,2.953644221,9.857145093,5.858059398,3.999085695,Cs4Au6S5,mp-1104686
0.672743754,2.057493534,-0.385653089,-1.456368105,-0.359883543,1.702905033,0.40986701,-0.722600398,-0.219120688,-0.045586987,-0.741474211,1.282504848,-0.514214011,0.545994391,-1.007463046,9.86504865,6.647380987,3.217667663,HgHClO4,mp-24294
-0.491950542,-0.625094487,-2.048313547,-1.051305996,1.522100363,0.405300367,-1.197460971,-0.285815422,-0.624119083,-0.198464768,-0.552834752,1.510892427,-0.462057926,0.607868401,-0.269013629,9.869845553,3.84248818,6.027357373,ZnCdS2,mp-971712
-0.067504612,-1.23521501,0.370642886,1.398622862,0.965593102,0.840340444,-1.615738861,0.466876345,-1.165346045,-0.15354869,-1.592068932,-0.104381939,0.207132506,-0.836675764,-0.148005039,9.872285818,3.338475885,6.533809933,Y2Cl3,mp-27678
1.038878562,-0.486590377,-0.781746562,1.643039846,-0.622650452,0.474133796,1.00416791,1.363228375,-0.441024831,-0.339559637,-0.286308166,1.362579838,0.711952374,-0.508149605,0.105403585,9.87239729,4.552535074,5.319862216,NbBr2O,mp-550070
0.698942539,-1.139281756,0.744943864,-1.01542576,0.546475172,-0.726122676,-1.243108523,-0.06504785,-0.76488957,-0.355741924,0.929142469,-1.45315674,0.568172316,0.378685901,0.09042962,9.87285938,6.865634227,3.007225153,Ca2Al2SiO7,mp-559691
0.800276841,0.004087877,-0.550274358,0.884624792,-0.808865927,-0.394269555,0.92145399,-0.240382122,-0.130911643,-0.372138453,1.139245928,-1.266396579,-0.141505207,0.620028346,2.999537752,9.878134203,6.482041403,3.3960928,CsNb(BO3)2,mp-6257
0.4956168,-0.894956657,0.942722688,-0.931813512,-0.35991133,-0.29408022,0.419536428,1.301765857,-0.632379547,-0.422807901,0.266359338,1.816186484,-0.081028009,0.72642772,1.104969646,9.87992195,5.127372547,4.752549403,K2Mg(PSe3)2,mp-11643
-0.195264576,-0.458957096,2.293389939,-1.37041752,1.159052475,0.724888519,1.047707171,-0.241218129,-0.689918862,-0.5598104,-1.04495062,2.157294966,0.823673807,-1.163702507,-0.713910726,9.880808023,6.88708349,2.993724533,Na4Br2O,mp-28599
0.494563725,1.386037422,0.777880843,-1.278312033,-0.1394627,0.440857677,0.334808601,0.594545114,-0.466641675,-0.652831792,-0.289847225,0.933163812,-0.415925055,-1.322977048,2.867708287,9.885203907,6.939711037,2.94549287,Cs2PbCl6,mp-23425
-0.00926919,-0.274024631,0.011134157,-0.477213805,0.146896182,0.513574427,-1.239342489,-0.241762792,-0.614763774,-0.395428158,1.27832281,-1.344292955,-0.142192683,0.183728524,1.484225338,9.887237383,5.16885773,4.718379653,Ba(BS2)2,mp-30126
0.556463973,-0.518534209,-0.489833986,0.745340872,0.785334052,-0.623450881,-0.981447406,-0.414862106,0.456127978,-0.388332832,0.166980943,1.023603209,0.130853436,0.211329328,-0.695271463,9.888809284,5.193721016,4.695088268,TiNi4GeO8,mp-1216682
0.072879961,-0.290108882,-0.156317097,-1.074726324,1.96960148,0.816610572,0.450518332,0.688124271,-0.488010568,-0.602733481,-1.274220724,-1.152255259,-0.480865633,-0.951782078,3.832338439,9.890972663,7.374253577,2.516719087,Cs2CaCl4,mp-1025185
0.794925225,0.075093104,0.527221715,-1.171135974,-0.452388412,-1.211551147,0.746706488,-0.746863965,-0.396697889,-0.247394324,-0.030866568,0.998502986,0.661795019,-0.222989561,-0.303637773,9.894170091,6.427003297,3.467166794,LiSbO3,mp-756951
0.628685906,0.047314735,0.25491359,-1.017590503,0.248217471,-0.935019048,-1.19523054,-0.742392922,-0.511749307,-0.497545467,-0.06741399,1.036176531,2.07282478,0.418250197,1.784176873,9.89488838,5.909386257,3.985502123,Ba2Sb2O5,mp-765493
-1.136612575,-0.542267588,-3.351448554,-0.601286564,1.078552988,-0.298426823,-1.067914939,-0.958154553,-0.924803372,-0.533159606,0.710166039,0.969130267,0.616174627,1.434966229,-0.092080492,9.894979197,0.09465135,9.800327847,BAs,mp-984718
0.687017973,-0.40305164,1.776999856,-0.678874672,0.160764448,0.626999338,-1.601832036,2.162112013,-0.781971905,-0.706408701,-1.163887801,2.230865597,-0.809899335,-1.048073729,0.614592421,9.89621068,6.265162547,3.631048133,BaCa2I6,mp-753460
0.461146262,-1.312517474,0.612279544,0.308250213,0.796802143,0.642180066,0.357525742,0.92935613,-0.417521843,-0.375934604,-1.169213217,0.162760011,-0.613275846,-0.835204966,1.183788706,9.896266943,6.822829433,3.07343751,KMnCl3,mp-567530
-0.897632658,-0.494610444,-0.916963836,-1.913217103,4.909423578,0.590720163,0.506737644,-0.291101428,-1.138000045,-0.866114092,-1.923149336,-0.79394929,2.88788814,-0.698634559,4.784741619,9.89789108,7.607645193,2.290245887,CsF,mp-1784
0.937490549,-0.30960237,0.445241907,-0.973558781,-0.858848031,-0.946857865,-1.091523283,-0.474631921,-0.423931988,-0.533791286,-0.094784335,0.984611732,1.126479749,-0.235724992,0.739971777,9.90025193,6.376068177,3.524183753,Sr(AsO3)2,mp-983061
-0.491487819,-0.258182166,0.374263979,-0.86576908,0.770420277,1.608941359,0.431124579,-0.910255526,-0.556675915,-0.207970841,0.542399614,1.236582123,-0.316534654,0.246979809,-0.763137494,9.902055993,4.695960727,5.206095267,LiGe2N3,mp-1020059
0.226469744,-0.880616724,0.238280437,1.474086027,-0.629153075,0.705783302,-1.417991365,0.231800303,-1.073993022,-0.212516085,-0.556063197,-0.185623712,-0.218442139,-1.656375873,-0.418744694,9.903677047,3.20624944,6.697427607,ZrS3,mp-9921
1.392646041,-0.921006207,1.080023205,0.252115083,-0.082444868,0.045789648,0.312025336,0.254809366,-0.25173795,-0.109269714,-1.335552728,0.193815503,0.832403199,-1.325822109,-1.116640866,9.904637063,5.845068503,4.05956856,LiMn2F6,mp-757174
0.598605011,-0.857069527,-1.238899414,0.845142616,0.509959829,-0.606021638,1.437553954,-0.022663861,-0.564495915,-0.242508144,-0.162596628,0.46194793,1.212749411,-0.308920678,-1.09159237,9.904795703,2.65663605,7.248159653,CrCuO2,mp-510625
0.475714976,-0.786199915,0.410893463,-0.034365102,0.936741966,-1.039603365,0.62777508,-0.481608496,-0.629912151,-0.235842058,0.36357534,-0.482070355,-0.219648652,0.668693639,-0.907604755,9.907300407,6.775479057,3.13182135,Li2Mn2Si2O7,mp-859108
1.025471758,-0.102333218,-0.905350219,0.336187116,-1.37167135,-0.648737927,0.737165846,-0.480297646,-0.186309942,-0.102724953,-0.023758366,0.316417345,-0.086016378,0.245030952,-0.367340035,9.911130427,5.85961189,4.051518537,Cr3Sb(PO4)4,mp-754056
0.386265665,-0.607009084,-0.21483183,-0.020751346,1.568443014,-0.576743608,-1.015164346,-0.473522939,0.511355623,-0.472373205,-0.215796882,0.375614698,-0.304205735,-0.073249687,-0.820780202,9.911819685,5.674266977,4.237552708,Mg3MnNi3O8,mp-1222170
0.54278124,-0.481969961,0.192219007,-0.111569207,0.379783635,0.464887346,0.576662208,2.163955186,0.609803263,-0.895227319,-0.846173675,1.385830999,-1.001032314,-0.637118114,3.363939363,9.912305011,6.038134002,3.874171009,CsNiBr3,mp-1080570
-0.784102598,0.789878596,1.331294174,-1.305417651,1.219563892,0.175441668,0.61416434,1.317483358,-0.875303073,-0.743539616,-0.185707404,1.693154466,-0.379796245,0.400592637,0.749066226,9.91251142,4.46982657,5.44268485,K3BiTe3,mp-29379
0.212367073,-0.804679106,0.649013591,-0.881994027,0.422482175,-0.325856154,-1.312361749,0.91819249,-0.798708498,-0.378327724,0.951592652,1.821069336,-0.461959613,0.271493145,0.431084639,9.91254673,4.524413917,5.388132813,Sr(AlSe2)2,mp-8422
0.042956854,-1.382603283,0.718480927,-1.403597307,0.322968662,1.57778915,0.258985821,-0.100417388,-0.7603822,-0.013168405,0.18772573,-0.936374433,0.513294661,0.083762364,-0.193155276,9.914919877,5.89358915,4.021330727,NaPN2,mp-10572
0.080849056,-1.338179045,-2.768702545,-0.791207905,0.636231149,0.285172307,-1.121580577,2.200064446,-0.842406326,0.074886311,1.191800013,0.098947429,-1.155277555,0.149674076,0.477105962,9.915249533,4.597894933,5.3173546,InTeBr,mp-29236
0.575082782,0.02438115,0.420752706,0.910254588,0.434623618,-1.111825187,0.63041103,-0.796359543,-0.526115089,-0.222725478,0.03249409,0.516958185,-0.601257341,0.252916219,-0.58558263,9.917314737,5.551976933,4.365337805,Li2V3SbO8,mp-756138
0.953311233,-0.379832788,0.174924587,-1.021457464,0.31578883,-0.100911454,0.805157641,-0.099276043,-0.265478557,-0.282399875,0.492719561,0.883286969,1.164459942,-0.87940209,2.502584579,9.918390787,7.519077323,2.399313463,Rb2GaAgF6,mp-1110609
0.511094327,-1.02458707,1.405250351,-1.088760416,-0.376816146,-0.024961042,0.25539232,2.672389038,-0.939160547,-0.714289077,-1.443194807,2.156280733,-1.033934289,-1.442898334,1.587191503,9.923255323,5.809218533,4.11403679,RbI3,mp-28328
-0.040209219,-1.252609866,0.192203335,-1.14125398,0.719503097,2.212109676,-1.573156006,-0.250874852,-0.891604066,-0.158382973,0.131539071,-0.873067389,-0.067531578,-0.052987146,-0.900702844,9.92768438,5.509978087,4.417706293,Mg2PN3,mp-3933
0.912117817,0.274392259,0.103612425,-0.959229196,-0.890351207,-0.979659928,-1.0672801,-0.811003202,-0.35044715,-0.471640654,-0.166516649,1.063856726,1.535311922,-0.318351416,1.486094542,9.935126327,6.48977322,3.445353107,Ba(SbO3)2,mp-9127
1.064192471,-0.262535421,0.9351712,-0.457519736,-1.470947503,-0.674517025,0.351880802,-0.187093605,1.424791808,-0.364733186,-0.372103803,1.133860945,0.119280328,0.33961689,-0.13677215,9.937434523,6.51836535,3.419069173,NaFe(SeO4)2,mp-561519
-1.535264062,0.00438238,0.038149878,-0.005093334,1.218680356,1.42959977,-1.243323969,-1.003500449,-0.530234782,-0.743041681,1.71268183,-1.645144585,1.142226205,0.040570669,2.428048626,9.938971407,3.078946933,6.860024473,BaSiC,mp-1009828
-1.115469125,-0.598114909,-3.308115389,-0.603111531,0.890768625,-0.292811111,-1.057158264,-0.919232248,-0.92169927,-0.532742797,0.652650632,0.948688241,0.706769565,1.34508126,-0.092493899,9.93924422,0.08446089,9.85478333,BAs,mp-10044
-0.243541092,1.174687874,0.107193817,-1.036708344,0.597142724,0.517019132,0.641158863,0.840386032,-0.312024111,-0.841293472,0.38520867,0.92018969,0.610204894,0.850537762,2.919489878,9.93951989,5.541696613,4.397823277,Cs2Sn(AuS2)2,mp-561641
-0.683859359,1.625010051,0.971455146,-0.645190976,1.015586392,1.152010019,1.076982991,0.533443126,-0.43163478,-1.068978118,-0.504527187,0.747609742,0.116972936,-0.708767352,0.791497518,9.940057533,4.609555373,5.33050216,K2PtS2,mp-7928
0.914137657,0.009916629,0.418313726,-0.907875483,-0.783384747,-1.079205124,0.593168874,-0.569438119,-0.357468571,-0.225206627,0.441999227,0.336768924,0.14662179,0.443504861,-0.000975314,9.944891033,7.036675837,2.908215197,NaSiSbO5,mp-14730
-0.192474736,-0.480509027,1.874699253,-0.825919442,1.252157894,0.569986363,-1.571272637,1.163628795,-0.920388218,-0.544140278,0.024085107,2.344026671,-0.449282168,-0.154296818,-0.25965499,9.94904707,4.90482623,5.04422084,Ca3SbI3,mp-1214080
-0.699247867,-0.53657738,0.081574505,-0.881937056,0.80193837,-0.28084393,0.449047468,0.671140918,-0.820679368,-0.304558356,1.224940052,1.715090829,0.085263908,0.417396106,1.502462346,9.951749403,3.84742504,6.104324363,KAlTe2,mp-10165
0.674055114,-0.827122568,0.803071238,0.106156579,1.443996289,-0.207704745,0.733861407,-0.126533988,-0.171476364,-0.072017859,-0.361466109,0.02630832,0.183819784,0.309716262,-1.137849468,9.954679487,5.660292523,4.294386963,Li3Mn3O5F3,mp-753419
0.941284239,0.019904979,0.059597176,-1.107940762,0.400985439,-0.013793842,0.730814611,-0.091284685,-0.131332245,-0.511326106,-0.50228453,0.458856383,0.9517593,-0.59770207,3.824695292,9.956133727,7.54323087,2.412902857,Cs2KAsF6,mp-1113137
1.037002322,-0.424952806,0.619767427,-1.180515624,0.41008239,-0.030753965,0.73329429,0.120421375,-0.237004112,-0.455873301,-0.483793423,0.480335807,0.688782337,-0.698543981,2.395456591,9.956978227,7.612669837,2.34430839,Rb2NaAsF6,mp-989523
0.379025762,-0.664637207,0.279484662,-1.096081561,0.841196402,-0.969475357,0.882888459,-0.328504521,-0.315033262,-0.39071996,0.496552334,0.54278429,0.289104342,0.757089549,1.429294706,9.958003967,7.127529297,2.83047467,KNaGeO3,mp-558085
-0.316474812,-0.31458776,0.745662384,-1.271573571,0.856004089,0.175966818,0.712631694,-0.602459642,-0.768364832,-0.195045987,-0.20082906,1.224308887,-0.360080458,0.09868345,-0.661352994,9.958341883,4.153471547,5.804870337,Li3SbS4,mp-768269
0.621389871,-0.675680428,-1.229044051,0.779388535,0.926429281,-0.959146089,1.166055227,-0.2825857,-0.297280635,-0.179290052,-0.175110242,0.593560368,0.794372575,-0.379075203,-1.178302013,9.959525627,4.95731418,5.002211447,ZnCr2O4,mp-19410
0.714207914,-1.571221823,-1.795385702,-0.840720993,0.035958966,0.59840845,-1.231259256,3.516331636,-0.670924552,-0.494667628,-1.094828997,0.189049339,-1.446071233,-1.302751673,0.848970404,9.960417354,5.564268614,4.39614874,CdI2,mp-568233
-0.12492603,-0.861932378,-0.109317805,0.953306678,1.110338605,0.100961695,1.06645569,1.441975952,-0.536988818,-0.624034422,-0.183902864,1.413690266,-0.808523624,0.155651403,1.415760298,9.960516367,4.895740703,5.064775663,K2NbCuSe4,mp-9003
0.982903158,-0.9995947,0.302573224,0.199921367,1.138341158,0.158765268,0.529429251,0.396534694,-0.198026444,-0.373333745,-1.289631272,-0.178766827,0.627148509,-1.075136792,1.513841949,9.96218547,7.729901663,2.232283807,KMnF3,mp-555359
-0.250822179,0.267165812,0.60314343,-0.730790289,0.79347171,2.854638771,0.577052651,-0.088706815,-0.111579898,-0.465094393,-1.369773982,1.534849589,1.673994519,-0.775537995,2.072489574,9.96246687,6.06945173,3.89301514,BaHBr,mp-24424
0.554180056,-0.097599136,-2.038760394,-0.773636939,-0.094599646,1.084227616,0.987405452,-0.61496437,-0.199739957,0.058181369,-0.247243713,1.011911555,0.827238691,0.366116823,-0.554929437,9.963712537,6.39047793,3.573234607,AgNO2,mp-5770
1.006499606,-0.014167616,0.866891925,-0.992513693,-0.963461093,-0.700694445,-1.142716399,-0.548350438,-0.481172204,-0.494138313,-0.423445088,1.080082881,1.076716403,-0.440208948,0.382162636,9.966722173,6.445159713,3.52156246,CaTeO4,mp-12221
-0.59190818,-1.098761076,-0.216818047,1.323790956,0.593417973,0.329565283,0.830590601,2.14389529,-0.469175535,-0.602942186,0.075262035,1.579881892,-1.426884843,0.414075924,3.370084919,9.969429347,4.132176147,5.8372532,Cs2Zr(AgTe2)2,mp-1078823
0.440376084,-0.262251425,-0.139328613,-0.292305995,0.500806954,0.745513422,0.534453462,0.720869983,0.66783442,-0.69773121,-0.982626815,0.364034848,-0.33380313,-0.911528667,3.539979641,9.969915773,6.490189697,3.479726077,CsNiCl3,mp-22950
-0.382128192,-1.126273722,1.175284726,-0.956181947,0.729009208,0.017800636,0.646725817,1.179169079,-0.730140324,-0.625834052,0.177549468,1.601500229,-0.446936681,0.132270625,1.136545761,9.971383317,5.60488744,4.366495877,K3GeSe3,mp-14435
0.87298534,-0.799647673,0.885556389,-0.397412734,-0.431829411,1.069368515,0.584836109,-0.236782848,-0.402289804,0.081478958,-0.079656168,-0.318835751,-0.058508339,1.061304227,-0.771505154,9.97650327,6.7399957,3.23650757,LiMnP2(HO4)2,mp-755468
0.96242531,0.053134293,-0.058201217,-1.201899537,0.133774813,-0.122494637,0.635441883,-0.157471833,-0.173901373,-0.544537928,-0.761663102,0.891573922,1.886964926,0.086062218,4.018691511,9.981660393,7.5669093,2.414751093,Cs2TeOF4,mp-561647
-0.675128541,-0.653426614,-2.087549703,-1.173591164,1.94980307,0.351541933,-1.290334829,-0.204503396,-0.798549186,-0.213467086,-0.723538502,1.607445143,0.014261414,0.357096188,-0.37566598,9.982347543,3.90756954,6.074778003,CdS,mp-672
-0.193853331,-1.203813304,-2.274370642,-1.195486609,-0.027066316,0.345793092,-1.487590003,-0.25599152,-1.175021455,0.111416352,0.239973337,1.723720292,-0.270870571,0.383401394,-0.505416283,9.985043461,3.926650224,6.058393237,Ga2S3,mp-32616
0.433693496,-0.119834939,0.088188416,-1.084061085,0.697210095,-1.074815466,-1.121955735,-1.000091741,-0.607638907,-0.204002215,0.848617727,1.188476042,0.807818985,0.065111131,0.222680172,9.985133773,5.976997212,4.008136561,CaIn2O4,mp-22766
0.926322529,1.922189936,-0.459118519,1.248988322,-0.715281129,-0.705485542,0.700898741,-0.059882674,-0.261940425,-0.70521828,0.73948429,-0.945851195,-0.17683312,-0.670964877,-1.090286257,9.986591873,5.769331663,4.21726021,AlCr(WO4)2,mp-1041713
-0.942539093,-1.168707016,0.83371429,-0.574112868,0.812250553,2.567260836,0.706079759,-0.190478824,-0.435036396,-0.464564457,1.224178512,-1.37314263,0.700601326,0.151547531,1.679048184,9.991508033,6.7780876,3.213420433,KNa2BN2,mp-1019888
-0.569871892,-0.49102935,-1.670587568,-0.559014763,0.934731845,1.979920671,-1.18089857,-0.939204028,-0.49098694,-0.320647451,0.462994143,0.80161604,-0.451536322,0.311964786,-0.724153364,9.991877997,4.854836533,5.137041463,ZnSiN2,mp-1020712
0.182257292,0.226506688,0.287854777,-0.873866967,1.294177061,2.636074141,0.617676514,-0.045345786,-0.094213811,-0.26377706,-0.583592831,1.50438298,1.811484692,0.837309467,1.930570502,9.992312497,6.491277877,3.50103462,BaHIO,mp-643384
0.448871195,-0.319304203,-1.596943008,-1.053238622,0.705580816,-1.050393975,-0.969324853,-1.017263147,-0.57462185,-0.085685873,0.792128718,0.52795847,0.307863676,0.032973463,-0.651651539,9.993399757,6.254582807,3.73881695,Al2CdO4,mp-36866
0.864678698,-0.271599427,0.358590945,-0.06298867,0.080089579,0.854648512,-1.041335928,0.278503138,-0.295278245,-0.731256902,0.406912019,-2.147656579,0.30744968,-0.008018756,0.934740169,9.993972517,7.301784133,2.692188383,SrCO3,mp-33746
1.029355017,-0.118570298,0.6960118,-1.354882649,-1.341410152,0.814005338,0.53909039,-0.622040915,-0.175349405,0.2526038,0.167618878,0.504806427,-0.013485159,1.071248506,-0.288109624,9.997446827,7.103557813,2.893889013,LiSn2P4H3O16,mp-759095
-0.584817289,1.538821626,2.717207063,0.35558074,-0.028075205,2.389227607,1.162892913,-0.712241972,-0.547785257,-0.413143438,-0.312658797,-0.689916386,-0.838088983,-1.484111389,-1.545692945,9.99895826,5.350268037,4.648690223,Li16Ta2N8O,mp-14871
0.990559106,0.026887156,0.679221243,-0.992105722,-0.967166812,-0.712461093,-1.160405986,-0.558523361,-0.455188579,-0.542673862,-0.425191265,1.083294076,1.411603449,-0.378007485,1.076681422,10.0009522,6.637975203,3.362977,SrTeO4,mp-4274
